who_term,best_abpath_match,score,bucket,source,note
GI::Esophagus::Esophageal_Adenosquamous_and_Mucoepidermoid_Carcinomas,GI::Esophagus::Neoplastic::Salivary_Type::Esophageal_Mucoepidermoid_Carcinoma,68,rejected,who,
GI::Esophagus::Esophageal_Neuroendocrine_Neoplasms,GI::Anus::Neoplastic::Neuroendocrine::Anal_Neuroendocrine_Neoplasm,69,rejected,who,
GI::Esophagus::Esophageal_Undifferentiated_Carcinoma,GI::Esophagus::Neoplastic::Carcinoma::Esophageal_Undifferentiated_Carcinoma,82,review,who,
GI::GENETICS::Syndromes::Cowden_Syndrome,GI::Syndrome::Polyposis::Hamartomatous::Juvenile_Polyposis_Syndrome,50,rejected,who,
GI::GENETICS::Syndromes::Familial_Pancreatic_Cancer,GI::Syndrome::Cancer_Predisposition::Hereditary_Pancreatic::Hereditary_Familial_Pancreatic_Cancer,54,rejected,who,
GI::GENETICS::Syndromes::GAPPS_and_Other_Fundic_Gland_Polyposes,GI::Stomach::Polyp::Epithelial::Gastric_Fundic_Gland_Polyp,60,rejected,who,
GI::GENETICS::Syndromes::Other_Adenomatous_Polyposes,GI::Syndrome::Polyposis::Adenomatous::Familial_Adenomatous_Polyposis_APC,61,rejected,who,
GI::GENETICS::Syndromes::Peutz_Jeghers_Syndrome,GI::General::Neoplastic::Neuroendocrine::Paraganglioma,48,rejected,who,
GI::Gallbladder_Bile_Ducts::Benign_Precursors::Pyloric_Gland_Adenoma_of_the_Gallbladder,GI::Pancreas::Neoplastic::Precursor::PanIN_Pancreatic_Intraepithelial_Neoplasia,43,rejected,who,
GI::HEME::Common_Hema::Extranodal_NK_T_Cell_Lymphoma,GI::Hematolymphoid::T_Cell_Lymphoma::Intestinal_T_Cell_Lymphoma_NOS,61,rejected,who,
GI::HEME::Common_Hema::Follicular_Dendritic_Cell_Sarcoma,GI::Mesenchymal::Miscellaneous::EBV_Positive_Inflammatory_Follicular_Dendritic_Cell_Sarcoma_Digestive_Tract,58,rejected,who,
GI::HEME::Common_Hema::Follicular_Lymphoma,GI::Hematolymphoid::B_Cell_Lymphoma::Follicular_Lymphoma,69,rejected,who,
GI::HEME::Common_Hema::Histiocytic_Sarcoma,GI::Mesenchymal::Adipocytic::Liposarcoma,56,rejected,who,
GI::HEME::Common_Hema::Langerhans_Cell_Histiocytosis,GI::Mesenchymal::Neural::Ganglioneuromatosis,50,rejected,who,
GI::HEME::Common_Hema::Mantle_Cell_Lymphoma,GI::Hematolymphoid::B_Cell_Lymphoma::Burkitt_Lymphoma,48,rejected,who,
GI::HEME::Common_Hema::Plasmablastic_Lymphoma,GI::Small_Intestine::Congenital_Structural::Malformation::Small_Intestinal_Lymphangioma,48,rejected,who,
GI::HEME::Common_Hema::Posttransplant_Lymphoproliferative_Disorders,GI::Hematolymphoid::T_Cell_Lymphoma::Indolent_NK_Cell_Lymphoproliferative_Disorder_GI_Tract,61,rejected,who,
GI::HEME::Site_Specific_Hema::Duodenal_Type_Follicular_Lymphoma,GI::Hematolymphoid::B_Cell_Lymphoma::Follicular_Lymphoma,61,rejected,who,
GI::HEME::Site_Specific_Hema::EBV_inflammatory_follicular_dendritic_cell_sarcoma_of_the_digestive_tract,GI::Mesenchymal::Miscellaneous::EBV_Positive_Inflammatory_Follicular_Dendritic_Cell_Sarcoma_Digestive_Tract,75,rejected,who,
GI::HEME::Site_Specific_Hema::Hepatosplenic_T_Cell_Lymphoma,GI::Hematolymphoid::T_Cell_Lymphoma::Indolent_T_Cell_Lymphoma_GI_Tract,59,rejected,who,
GI::HEME::Site_Specific_Hema::Indolent_T_Cell_Lymphoproliferative_Disorder_of_the_GI_Tract,GI::Hematolymphoid::T_Cell_Lymphoma::Indolent_NK_Cell_Lymphoproliferative_Disorder_GI_Tract,77,rejected,who,
GI::HEME::Site_Specific_Hema::Intestinal_T_Cell_Lymphoma_NOS,GI::Hematolymphoid::T_Cell_Lymphoma::Intestinal_T_Cell_Lymphoma_NOS,76,rejected,who,
GI::HEME::Site_Specific_Hema::Monomorphic_Epitheliotropic_Intestinal_T_Cell_Lymphoma,GI::Hematolymphoid::T_Cell_Lymphoma::Intestinal_T_Cell_Lymphoma_NOS,58,rejected,who,
GI::Hepatobiliary::Benign_Biliary_Precursors::Bile_Duct_Adenoma,GI::Liver::Neoplastic::Benign_Biliary::Bile_Duct_Adenoma,71,rejected,who,
GI::Hepatobiliary::Benign_Biliary_Precursors::Biliary_Adenofibroma,GI::Liver::Neoplastic::Benign_Biliary::Biliary_Adenofibroma,72,rejected,who,
GI::Hepatobiliary::Benign_Hepatocellular::Focal_Nodular_Hyperplasia_of_the_Liver,GI::Liver::Neoplastic::Benign_Hepatocellular::Focal_Nodular_Hyperplasia,75,rejected,who,
GI::Hepatobiliary::Malignant_Biliary::Hepatic_Neuroendocrine_Neoplasms,GI::Liver::Neoplastic::Neuroendocrine::Hepatic_Neuroendocrine_Neoplasm,67,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Desmoid_Fibromatosis,GI::Mesenchymal::Miscellaneous::Desmoid_Fibromatosis,77,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Inflammatory_Fibroid_Polyp,GI::Stomach::Polyp::Reactive::Gastric_Inflammatory_Fibroid_Polyp_Vanek,62,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Inflammatory_Myofibroblastic_Tumor,GI::Mesenchymal::Miscellaneous::EBV_Positive_Inflammatory_Follicular_Dendritic_Cell_Sarcoma_Digestive_Tract,54,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Lipoma,GI::Mesenchymal::Adipocytic::Lipoma,75,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Plexiform_Fibromyxoma,GI::Stomach::Neoplastic::Mesenchymal::Gastric_Plexiform_Fibromyxoma,69,rejected,who,
GI::Mesenchymal::Fibroblastic_Adipose::Solitary_Fibrous_Tumor,GI::Mesenchymal::Miscellaneous::Calcifying_Fibrous_Tumor,68,rejected,who,
GI::Mesenchymal::Muscle::Leiomyoma,GI::Mesenchymal::Uncertain::PEComa,76,rejected,who,
GI::Mesenchymal::Muscle::Leiomyosarcoma,GI::Mesenchymal::Skeletal_Muscle::Rhabdomyosarcoma,81,review,who,
GI::Mesenchymal::Muscle::Rhabdomyosarcoma,GI::Mesenchymal::Skeletal_Muscle::Rhabdomyosarcoma,90,accepted,who,
GI::Mesenchymal::Neural::Ganglioneuroma_and_Ganglioneuromatosis,GI::Mesenchymal::Neural::Ganglioneuromatosis,82,review,who,
GI::Mesenchymal::Neural::Granular_Cell_Tumor,GI::Mesenchymal::Neural::Ganglioneuromatosis,73,rejected,who,
GI::Mesenchymal::Neural::Perineurioma,GI::Mesenchymal::Neural::Perineurioma,100,accepted,who,
GI::Mesenchymal::Neural::Schwannoma,GI::Mesenchymal::Neural::Schwannoma,100,accepted,who,
GI::Mesenchymal::Uncertain_Diff::Calcifying_Nested_Stromal_Epithelial_Tumor_of_the_Liver,GI::Liver::Neoplastic::Mixed::Calcifying_Nested_Stromal_Epithelial_Tumor,69,rejected,who,
GI::Mesenchymal::Uncertain_Diff::Embryonal_Sarcoma_of_the_Liver,GI::Mesenchymal::Uncertain::PEComa,68,rejected,who,
GI::Mesenchymal::Uncertain_Diff::Gastrointestinal_Clear_Cell_Sarcoma_Malignant_Gastrointestinal_Neuroectodermal_Tumor,GI::Small_Intestine::Neoplastic::Mesenchymal::Small_Intestinal_Clear_Cell_Sarcoma_Like_Tumor,56,rejected,who,
GI::Mesenchymal::Uncertain_Diff::Mesenchymal_Hamartoma_of_the_Liver,GI::Mesenchymal::Uncertain::PEComa,65,rejected,who,
GI::Mesenchymal::Uncertain_Diff::PEComa_including_Angiomyolipoma,GI::Mesenchymal::Uncertain::PEComa,69,rejected,who,
GI::Mesenchymal::Uncertain_Diff::Synovial_Sarcoma,GI::Mesenchymal::Miscellaneous::Synovial_Sarcoma,80,review,who,
GI::Mesenchymal::Vascular_Perivascular::Angiosarcoma,GI::Mesenchymal::Vascular::Angiosarcoma,86,review,who,
GI::Mesenchymal::Vascular_Perivascular::Epithelioid_Hemangioendothelioma_prev_Vascular_Tumors_in_Liver,GI::Mesenchymal::Vascular::Epithelioid_Hemangioendothelioma,73,rejected,who,
GI::Mesenchymal::Vascular_Perivascular::Glomus_Tumor,GI::Mesenchymal::Vascular::Benign_Vascular_Anomalies_And_Vascular_Tumors,69,rejected,who,
GI::Mesenchymal::Vascular_Perivascular::Kaposi_Sarcoma,GI::Mesenchymal::Vascular::Kaposi_Sarcoma,86,review,who,
GI::Mesenchymal::Vascular_Perivascular::Lymphangioma_and_Lymphangiomatosis,GI::Mesenchymal::Vascular::Benign_Vascular_Anomalies_And_Vascular_Tumors,66,rejected,who,
GI::Other::Germ_Cell_Tumors_of_the_Digestive_System,GI::General::Neoplastic::Germ_Cell::Germ_Cell_Tumors_Digestive_System,68,rejected,who,
GI::Other::Mucosal_Melanoma_of_the_Digestive_System,GI::General::Neoplastic::Melanocytic::Mucosal_Melanoma_Digestive_System,67,rejected,who,
GI::Pancreas::Benign_Precursors::Acinar_Cystic_Transformation_of_the_Pancreas,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Gastrinoma,50,rejected,who,
GI::Pancreas::Benign_Precursors::Pancreatic_Intraductal_Oncocytic_Papillary_Neoplasm,GI::Pancreas::Neoplastic::Cystic::Pancreatic_Intraductal_Oncocytic_Papillary_Neoplasm_IOPN,82,review,who,
GI::Pancreas::Benign_Precursors::Pancreatic_Intraductal_Tubulopapillary_Neoplasm,GI::Pancreas::Neoplastic::Cystic::Pancreatic_Intraductal_Tubulopapillary_Neoplasm_ITPN,81,review,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::ACTH_Producing_Neuroendocrine_Tumor,GI::Anus::Neoplastic::Neuroendocrine::Anal_Neuroendocrine_Neoplasm,56,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::Gastrinoma,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Nonfunctioning_Pancreatic_NET,56,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::Glucagonoma,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Glucagonoma,54,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::Insulinoma,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Nonfunctioning_Pancreatic_NET,55,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::Serotonin_Producing_Neuroendocrine_Tumor,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Serotonin_Producing_NET,55,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::Somatostatinoma,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Nonfunctioning_Pancreatic_NET,57,rejected,who,
GI::Pancreas::PanNEN::Functioning_PanNEN::VIPoma,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_NET::Nonfunctioning_Pancreatic_NET,56,rejected,who,
GI::Pancreas::PanNEN::Pancreatic_MiNENs,GI::Pancreas::Inflammatory::Pancreatitis::Pancreatic_Pseudocyst,65,rejected,who,
GI::Pancreas::Pancreatic_Neuroendocrine_Neoplasms_Introduction,GI::Pancreas::Neoplastic::Neuroendocrine::Pancreatic_Neuroendocrine_Carcinoma,63,rejected,who,
GI::Small_Intestine_Ampulla::Benign_Precursors::Non_Ampullary_Adenoma,GI::Small_Intestine::Neoplastic::Adenoma::Duodenal_Non_Ampullary_Adenoma,68,rejected,who,
GI::Stomach::Benign_Precursors::Foveolar_Type_Adenoma,GI::Stomach::Polyp::Adenoma::Gastric_Foveolar_Adenoma,64,rejected,who,
GI::Stomach::Benign_Precursors::Fundic_Gland_Polyps,GI::Stomach::Polyp::Epithelial::Gastric_Fundic_Gland_Polyp,64,rejected,who,
GI::Stomach::Benign_Precursors::Gastric_Hyperplastic_Polyps,GI::Stomach::Polyp::Epithelial::Gastric_Hyperplastic_Polyp,75,rejected,who,
GI::Stomach::Benign_Precursors::Gastric_Pyloric_Gland_Adenoma,GI::Stomach::Polyp::Adenoma::Gastric_Pyloric_Gland_Adenoma,79,rejected,who,
GI::Stomach::Benign_Precursors::Intestinal_Type_Gastric_Adenoma,GI::Stomach::Polyp::Adenoma::Gastric_Intestinal_Type_Adenoma,67,rejected,who,
GI::Stomach::Benign_Precursors::Oxyntic_Gland_Adenoma,GI::Stomach::Polyp::Adenoma::Gastric_Oxyntic_Gland_Adenoma,70,rejected,who,
GI::Stomach::Gastric_Adenosquamous_Carcinoma,GI::Stomach::Neoplastic::Carcinoma::Gastric_Adenosquamous_Carcinoma,79,rejected,who,
GI::Stomach::Gastric_Squamous_Cell_Carcinoma,GI::Stomach::Neoplastic::Carcinoma::Gastric_Squamous_Cell_Carcinoma,79,rejected,who,
GI::Stomach::Gastric_Undifferentiated_Carcinoma,GI::Stomach::Neoplastic::Carcinoma::Gastric_Undifferentiated_Carcinoma,80,review,who,
GI::Stomach::Gastroblastoma,GI::Stomach::Neoplastic::Adenocarcinoma::Gastric_Gastroblastoma,60,rejected,who,
GU::HEME::B_Cell_Lymphoma::Diffuse_Large_B_Cell_Lymphoma,GU::Testis::Heme::Diffuse_Large_B_Cell_Lymphoma,76,rejected,who,
GU::HEME::B_Cell_Lymphoma::Extranodal_Marginal_Zone_Lymphoma_of_MALT,GU::Testis::Heme::Extranodal_Marginal_Zone_Lymphoma_of_MALT,80,review,who,
GU::HEME::B_Cell_Lymphoma::Plasmacytoma,GU::Testis::Heme::Plasmacytoma,64,rejected,who,
GU::HEME::Histiocytic::Juvenile_Xanthogranuloma,GU::Testis::Heme::Juvenile_Xanthogranuloma,76,rejected,who,
GU::Kidney::Embryonal::Clear_Cell_Sarcoma,GU::Kidney::Renal_cell::Clear_Cell_RCC,78,rejected,who,
GU::Kidney::Embryonal::Congenital_Mesoblastic_Nephroma,GU::Kidney::Nephroblastic_Nephrogenic::Congenital_Mesoblastic_Nephroma,81,review,who,
GU::Kidney::Embryonal::Cystic_Partially_Differentiated_Nephroblastoma,GU::Kidney::Nephroblastic_Nephrogenic::Cystic_Partially_Differentiated_Nephroblastoma,84,review,who,
GU::Kidney::Embryonal::Germ_Cell_Tumors,GU::Kidney::Other::Germ_Cell_Tumors_of_the_Kidney,73,rejected,who,
GU::Kidney::Embryonal::Nephrogenic_Rests,GU::Kidney::Nephroblastic_Nephrogenic::Nephrogenic_Rests,75,rejected,who,
GU::Kidney::Embryonal::Rhabdoid_Tumor,GU::Kidney::Other::Rhabdoid_Tumor_of_the_Kidney,71,rejected,who,
GU::Kidney::Mesenchymal_Stromal::Epithelioid_Angiomyolipoma_PEComa,GU::Kidney::Mesenchymal::Epithelioid_Angiomyolipoma,87,review,who,
GU::Kidney::Mesenchymal_Stromal::Juxtaglomerular_Cell_Tumor,GU::Kidney::Mesenchymal::Juxtaglomerular_Cell_Tumor,93,accepted,who,
GU::Kidney::Mesenchymal_Stromal::Metanephric_Adenofibroma,GU::Kidney::Metanephric::Metanephric_Adenofibroma,79,rejected,who,
GU::Kidney::Mesenchymal_Stromal::Metanephric_Stromal_Tumor,GU::Kidney::Metanephric::Metanephric_Stromal_Tumor,80,review,who,
GU::Kidney::Mesenchymal_Stromal::Mixed_Epithelial_Stromal_Tumor,GU::Kidney::Metanephric::Mixed_Epithelial_and_Stromal_Tumor,79,rejected,who,
GU::Kidney::Mesenchymal_Stromal::Ossifying_Renal_Tumor_of_Infancy,GU::Kidney::Other::Ossifying_Renal_Tumor_of_Infancy,83,review,who,
GU::Kidney::Mesenchymal_Stromal::Pediatric_Cystic_Nephroma,GU::Kidney::Metanephric::Cystic_Nephroma,69,rejected,who,
GU::Kidney::Mesenchymal_Stromal::Renal_Hemangioblastoma,GU::Kidney::Mesenchymal::Renal_Hemangioblastoma,92,accepted,who,
GU::Kidney::Mesenchymal_Stromal::Renomedullary_Interstitial_Cell_Tumor,GU::Kidney::Mesenchymal::Renomedullary_Interstitial_Cell_Tumor,94,accepted,who,
GU::Kidney::RCC_Molecular::ALK_rearranged_RCC,GU::Kidney::Renal_cell::ALK_Rearranged_Renal_Cell_Carcinoma,69,rejected,who,
GU::Kidney::RCC_Molecular::ELOC_Mutated_RCC,GU::Kidney::Renal_cell::ELOC_TCEB1_Mutated_Renal_Cell_Carcinoma,64,rejected,who,
GU::Kidney::RCC_Molecular::Fumarate_Hydratase_Deficient_RCC,GU::Kidney::Renal_cell::Fumarate_Hydratase_Deficient_Renal_Cell_Carcinoma,76,rejected,who,
GU::Kidney::RCC_Molecular::Succinate_Dehydrogenase_Deficient_RCC,GU::Syndromes::Succinate_Dehydrogenase_Deficient_Tumor_Syndromes,67,rejected,who,
GU::Kidney::RCC_Molecular::TFE3_rearranged_RCC,GU::Kidney::Renal_cell::ALK_Rearranged_Renal_Cell_Carcinoma,63,rejected,who,
GU::Kidney::RCC_Molecular::TFEB_altered_RCC,GU::Kidney::Renal_cell::Tubulocystic_RCC,63,rejected,who,
GU::Kidney::RCC_Other::Acquired_Cystic_Disease_Associated_RCC,GU::Kidney::Renal_cell::Acquired_Cystic_Disease_Associated_RCC,89,review,who,
GU::Kidney::RCC_Other::Chromophobe_Renal_Cell_Carcinoma,GU::Kidney::Renal_cell::Chromophobe_Renal_Cell_Carcinoma,88,review,who,
GU::Kidney::RCC_Other::Clear_Cell_Papillary_Renal_Cell_Tumor,GU::Kidney::Renal_cell::Clear_Cell_Papillary_Renal_Cell_Tumor,89,review,who,
GU::Kidney::RCC_Other::Collecting_Duct_Carcinoma,GU::Kidney::Renal_cell::Collecting_Duct_Carcinoma,87,review,who,
GU::Kidney::RCC_Other::Eosinophilic_Solid_and_Cystic_RCC,GU::Kidney::Renal_cell::Eosinophilic_Solid_and_Cystic_RCC,88,review,who,
GU::Kidney::RCC_Other::Mucinous_Tubular_and_Spindle_Cell_Carcinoma,GU::Kidney::Renal_cell::Mucinous_Tubular_and_Spindle_Cell_Carcinoma,90,accepted,who,
GU::Kidney::RCC_Other::Multilocular_Cystic_Renal_Neoplasm_of_LMP,GU::Kidney::Renal_cell::Multilocular_Cystic_Renal_Neoplasm_of_Low_Malignant_Potential,78,rejected,who,
GU::Kidney::RCC_Other::Oncocytoma_of_the_Kidney,GU::Kidney::Renal_cell::Oncocytoma_of_the_Kidney,86,review,who,
GU::Kidney::RCC_Other::Other_Oncocytic_Tumors,GU::Kidney::Renal_cell::Other_Oncocytic_Tumors_of_the_Kidney,74,rejected,who,
GU::Kidney::RCC_Other::Papillary_Renal_Cell_Carcinoma,GU::Kidney::Renal_cell::ALK_Rearranged_Renal_Cell_Carcinoma,75,rejected,who,
GU::Kidney::RCC_Other::Renal_Cell_Carcinoma_NOS,GU::Kidney::Renal_cell::Renal_Cell_Carcinoma_NOS,86,review,who,
GU::Kidney::RCC_Other::Renal_Papillary_Adenoma,GU::Kidney::Renal_cell::Renal_Papillary_Adenoma,86,review,who,
GU::Kidney::RCC_Other::Tubulocystic_RCC,GU::Kidney::Renal_cell::Tubulocystic_RCC,84,review,who,
GU::Melanocytic::Mucosal_Melanoma,GU::Other::Melanocytic_Neoplasms::Mucosal_Melanoma,80,review,who,
GU::Metastases::Kidney,GU::Kidney::Other::Metastasis_to_the_Kidney,58,rejected,who,
GU::Metastases::Testis_Paratestis,GU::Testis::Metastatic::Metastasis_to_Testis_and_Paratestis,65,rejected,who,
GU::Metastases::Urinary_Tract,GU::Bladder::Other::Metastasis_to_the_Urinary_Tract,65,rejected,who,
GU::Neuroendocrine::Large_Cell_Carcinoma,GU::Bladder::Neuroendocrine::Small_Cell_Neuroendocrine_Carcinoma,69,rejected,who,
GU::Neuroendocrine::Mixed_Neoplasm,GU::Testis::Neuroendocrine::Carcinoid_Tumor,62,rejected,who,
GU::Neuroendocrine::Small_Cell_Carcinoma,GU::Bladder::Neuroendocrine::Small_Cell_Neuroendocrine_Carcinoma,77,rejected,who,
GU::Neuroendocrine::WD_Neuroendocrine_Tumor,GU::Bladder::Neuroendocrine::Well_Differentiated_Neuroendocrine_Tumor,77,rejected,who,
GU::Penis_Scrotum::Invasive_Epithelial::Penile_Adenosquamous_and_Mucoepidermoid_Carcinomas,GU::Bladder::Urothelial::Invasive_Urothelial_Carcinoma,50,rejected,who,
GU::Penis_Scrotum::Invasive_Epithelial::Squamous_Cell_Carcinoma_NOS,GU::Penis::Squamous_Neoplasms::Papillary_Squamous_Cell_Carcinoma,63,rejected,who,
GU::Penis_Scrotum::Precursor_HPV_Assoc::Condyloma_Acuminatum,GU::Penis::Precursor_Lesions::Bowenoid_Papulosis,57,rejected,who,
GU::Penis_Scrotum::Precursor_HPV_Assoc::PIN_HPV_Associated,GU::Penis::Precursor_Lesions::Penile_Intraepithelial_Neoplasia_PeIN,56,rejected,who,
GU::Penis_Scrotum::Precursor_HPV_Indep::Differentiated_PIN_HPV_Independent,GU::Penis::Precursor_Lesions::Bowenoid_Papulosis,52,rejected,who,
GU::Penis_Scrotum::Scrotal_Skin_Adnexa::Basal_Cell_Carcinoma_of_the_Scrotum,GU::Prostate::Squamous_Neoplasms::Squamous_Cell_Carcinoma_of_the_Prostate,62,rejected,who,
GU::Penis_Scrotum::Scrotal_Skin_Adnexa::Extramammary_Paget_Disease,GU::Penis::Other::Extramammary_Paget_Disease,73,rejected,who,
GU::Prostate::Adenoid_Cystic_Carcinoma,GU::Prostate::Squamous_Neoplasms::Adenoid_Cystic_Carcinoma_of_the_Prostate,68,rejected,who,
GU::Prostate::Adenosquamous_Carcinoma,GU::Prostate::Basal_Cell_Neoplasms::Basal_Cell_Carcinoma,67,rejected,who,
GU::Prostate::High_Grade_PIN,GU::Prostate::Benign::Adenosis,69,rejected,who,
GU::Prostate::Prostatic_Cystadenoma,GU::Prostate::Glandular_neoplasms::Prostatic_Cystadenoma,77,rejected,who,
GU::Prostate::Squamous_Cell_Carcinoma,GU::Prostate::Basal_Cell_Neoplasms::Basal_Cell_Carcinoma,71,rejected,who,
GU::Prostate::Stromal::Prostatic_Stromal_Sarcoma,GU::Prostate::Squamous_Neoplasms::Prostatic_Stromal_Sarcoma,82,review,who,
GU::Prostate::Stromal::Prostatic_Stromal_Tumor_of_UMP,GU::Prostate::Other::Prostatic_Urethral_Polyp,71,rejected,who,
GU::Prostate::Treatment_Related_Neuroendocrine_Carcinoma,GU::Prostate::Glandular_neoplasms::Treatment_Related_Neuroendocrine_Prostate_Cancer,72,rejected,who,
GU::Seminal_Vesicle::Adenocarcinoma,GU::Seminal_Vesicle::Adenocarcinoma_of_the_Seminal_Vesicle,75,rejected,who,
GU::Seminal_Vesicle::Cystadenoma,GU::Seminal_Vesicle::Cystadenoma_of_the_Seminal_Vesicle,74,rejected,who,
GU::Seminal_Vesicle::Mixed_Epithelial_Stromal_Tumor,GU::Seminal_Vesicle::Mixed_Epithelial_and_Stromal_Tumor_of_the_Seminal_Vesicle,79,rejected,who,
GU::Seminal_Vesicle::Squamous_Cell_Carcinoma,GU::Seminal_Vesicle::Squamous_Cell_Carcinoma_of_the_Seminal_Vesicle,79,rejected,who,
GU::Soft_Tissue::Fibroblastic_MyoF::Angiofibroma_Family,GU::Testis::Non_Neoplastic::Granulomatous_Orchitis,50,rejected,who,
GU::Soft_Tissue::Fibroblastic_MyoF::Inflammatory_Myofibroblastic_Tumor,GU::Bladder::Mesenchymal::Inflammatory_Myofibroblastic_Tumor,71,rejected,who,
GU::Soft_Tissue::Fibroblastic_MyoF::Solitary_Fibrous_Tumor,GU::Bladder::Mesenchymal::Solitary_Fibrous_Tumor,64,rejected,who,
GU::Soft_Tissue::Muscle::Leiomyoma,GU::Prostate::Mesenchymal::Leiomyosarcoma,67,rejected,who,
GU::Soft_Tissue::Muscle::Leiomyosarcoma,GU::Prostate::Mesenchymal::Leiomyosarcoma,75,rejected,who,
GU::Soft_Tissue::Muscle::Rhabdomyosarcoma,GU::Testis::Paratesticular::Rhabdomyosarcoma,71,rejected,who,
GU::Soft_Tissue::Perivascular::Extrarenal_PEComa,GU::Testis::Paratesticular::Liposarcoma,60,rejected,who,
GU::Soft_Tissue::Perivascular::Glomus_Tumor,GU::Testis::Paratesticular::Adenomatoid_Tumor,64,rejected,who,
GU::Soft_Tissue::Perivascular::Myointimoma,GU::Penis::Mesenchymal::Myointimoma,62,rejected,who,
GU::Soft_Tissue::Perivascular::Myopericytoma,GU::Testis::Paratesticular::Rhabdomyosarcoma,64,rejected,who,
GU::Soft_Tissue::Uncertain::Desmoplastic_Small_Round_Cell_Tumor,GU::Testis::Sex_Cord_Stromal_Tumors::Leydig_Cell_Tumor,53,rejected,who,
GU::Soft_Tissue::Uncertain::Extrarenal_Rhabdoid_Tumor,GU::Testis::Paratesticular::Adenomatoid_Tumor,55,rejected,who,
GU::Soft_Tissue::Uncertain::Synovial_Sarcoma,GU::Kidney::Mesenchymal::Synovial_Sarcoma,68,rejected,who,
GU::Soft_Tissue::Vascular::Angiosarcoma,GU::Testis::Paratesticular::Liposarcoma,72,rejected,who,
GU::Soft_Tissue::Vascular::Hemangioma,GU::Testis::Paratesticular::Rhabdomyosarcoma,62,rejected,who,
GU::Syndromes::BAP1_Syndrome,GU::Syndromes::Peutz_Jeghers_Syndrome,77,rejected,who,
GU::Syndromes::Carney_Complex,GU::Syndromes::Carney_Complex,100,accepted,who,
GU::Syndromes::Hereditary_PGL_PCC_Syndromes,GU::Syndromes::Hereditary_Papillary_Renal_Carcinoma,72,rejected,who,
GU::Syndromes::Hereditary_Papillary_Renal_Carcinoma,GU::Syndromes::Hereditary_Papillary_Renal_Carcinoma,100,accepted,who,
GU::Syndromes::Hereditary_Recombination_Syndromes,GU::Syndromes::Hereditary_Pheochromocytoma_Paraganglioma_Syndromes,73,rejected,who,
GU::Syndromes::Lynch_Syndrome,GU::Syndromes::Peutz_Jeghers_Syndrome,76,rejected,who,
GU::Syndromes::Peutz_Jeghers_Syndrome,GU::Syndromes::Peutz_Jeghers_Syndrome,100,accepted,who,
GU::Syndromes::Tuberous_Sclerosis,GU::Syndromes::Tuberous_Sclerosis,100,accepted,who,
GU::Syndromes::Von_Hippel_Lindau_Syndrome,GU::Syndromes::Von_Hippel_Lindau_Syndrome,100,accepted,who,
GU::Testis::Germ_Cell::Cystic_Trophoblastic_Tumor,GU::Testis::Germ_Cell_Tumors::Cystic_Trophoblastic_Tumor,93,accepted,who,
GU::Testis::Germ_Cell::Epithelioid_Trophoblastic_Tumor,GU::Testis::Germ_Cell_Tumors::Epithelioid_Trophoblastic_Tumor,94,accepted,who,
GU::Testis::Germ_Cell::Germ_Cell_Neoplasia_in_Situ,GU::Testis::Germ_Cell_Tumors::Germ_Cell_Neoplasia_In_Situ,93,accepted,who,
GU::Testis::Germ_Cell::Mixed_Germ_Cell_Tumors,GU::Testis::Germ_Cell_Tumors::Mixed_Germ_Cell_Tumor,92,accepted,who,
GU::Testis::Germ_Cell::Mixed_Teratoma_Yolk_Sac_Prepubertal,GU::Testis::Germ_Cell_Tumors::Mixed_Teratoma_and_Yolk_Sac_Tumor_Preprubertal_Type,83,review,who,
GU::Testis::Germ_Cell::Neuroendocrine_Tumor_Prepubertal,GU::Testis::Neuroendocrine::Testicular_Neuroendocrine_Tumor_Preprubertal_Type,76,rejected,who,
GU::Testis::Germ_Cell::Placental_Site_Trophoblastic_Tumor,GU::Testis::Germ_Cell_Tumors::Placental_Site_Trophoblastic_Tumor,94,accepted,who,
GU::Testis::Germ_Cell::Regressed_Germ_Cell_Tumors,GU::Testis::Germ_Cell_Tumors::Regressed_Germ_Cell_Tumor,92,accepted,who,
