source,record_id,tag,pattern,title,path
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000843,Breast::Lectures::Breast_Lecture_IHC::Optimal_Tissue_Fixation_Importance_in_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000844,Breast::Lectures::Breast_Lecture_IHC::ER_Immunohistochemistry_Positive_Internal_Control,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000852,Breast::Lectures::Breast_Lecture_IHC::Breast_Cancer_Molecular_Subgroups_and_Immunohistochemical_Surrogates,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000853,Breast::Lectures::Breast_Lecture_IHC::Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000854,Breast::Lectures::Breast_Lecture_IHC::Immunohistochemical_Markers_for_Metastatic_Breast_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000855,Breast::Lectures::Breast_Lecture_IHC::Common_Markers_in_Breast_Carcinoma,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000856,Breast::Lectures::Breast_Lecture_IHC::Differential_Expression_of_Mammaglobin_and_GCDFP_15_in_Tumors,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000857,Breast::Lectures::Breast_Lecture_IHC::Apocrine_Tumor_Morphology_Mammaglobin_and_GCDFP_15_Expression,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000858,Breast::Lectures::Breast_Lecture_IHC::GATA3_A_Useful_Marker_in_Surgical_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000859,Breast::Lectures::Breast_Lecture_IHC::GATA3_in_Tumor_Diagnosis_Discriminatory_Uses,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000860,Breast::Lectures::Breast_Lecture_IHC::GATA3_Expression_in_Breast_Cancer_Subtypes,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000861,Breast::Lectures::Breast_Lecture_IHC::GATA3_as_a_Diagnostic_Marker_in_Triple_Negative_Breast_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000862,Breast::Lectures::Breast_Lecture_IHC::SOX10_Marker_for_Breast_and_Salivary_Gland_Tumors,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000865,Breast::Lectures::Breast_Lecture_IHC::IHC_Markers_for_Metastatic_Breast_Cancer_Diagnosis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000866,Breast::Lectures::Breast_Lecture_IHC::Distinguishing_Breast_Cancer_from_Lung_Primary_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000867,Breast::Lectures::Breast_Lecture_IHC::Adenocarcinoma_Distinguishing_Breast_vs_Lung_Origin,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000868,Breast::Lectures::Breast_Lecture_IHC::Adenocarcinoma_Differential_Diagnosis_in_Breast_vs_Lung,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000869,Breast::Lectures::Breast_Lecture_IHC::Adenocarcinoma_Comparing_Breast_and_Lung_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000870,Breast::Lectures::Breast_Lecture_IHC::Adenocarcinoma_Differential_Diagnosis_of_Breast_vs_Lung_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000871,Breast::Lectures::Breast_Lecture_IHC::ER_Expression_in_Lung_Adenocarcinomas_A_Comparative_Study,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000872,Breast::Lectures::Breast_Lecture_IHC::TTF_1_Expression_in_Breast_Carcinomas_Prevalence_and_Clinical_Correlations,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000873,Breast::Lectures::Breast_Lecture_IHC::Adenocarcinoma_Distinguishing_Breast_vs_Lung_Primary,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000874,Breast::Lectures::Breast_Lecture_IHC::Metastatic_Breast_Cancer_Diagnosis_Immunohistochemical_Markers,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000875,Breast::Lectures::Breast_Lecture_IHC::Triple_Negative_Breast_Cancer_vs_Lung_Adenocarcinoma_SOX10_Diagnostic_Utility,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000877,Breast::Lectures::Breast_Lecture_IHC::Additional_Markers_for_Metastatic_Workup_of_Breast_Cancer,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000881,Breast::Lectures::Breast_Lecture_IHC::Immunohistochemistry_in_Ovarian_Cancer_Diagnosis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000882,Breast::Lectures::Breast_Lecture_IHC::Metastatic_Melanoma_Mimicking_Breast_Carcinoma,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000883,Breast::Lectures::Breast_Lecture_IHC::Metastatic_Melanoma_to_Breast_IHC_Markers,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000884,Breast::Lectures::Breast_Lecture_IHC::Key_Considerations_for_Metastatic_Tumor_Analysis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000885,Breast::Lectures::Breast_Lecture_IHC::Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000887,Breast::Lectures::Breast_Lecture_IHC::Occult_Metastases_IHC_Impact_on_Survival,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000889,Breast::Lectures::Breast_Lecture_IHC::Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000890,Breast::Lectures::Breast_Lecture_IHC::Practical_Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000891,Breast::Lectures::Breast_Lecture_IHC::Pathology_Resident_Team_Introduction,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000892,Breast::Lectures::Breast_Lecture_IHC::Practical_Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000893,Breast::Lectures::Breast_Lecture_IHC::Practical_Immunohistochemistry_in_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000894,Breast::Lectures::Breast_Lecture_IHC::PGY1_Pathology_Team_Members,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000895,Breast::Lectures::Breast_Lecture_IHC::Team_Introduction_Slide,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000896,Breast::Lectures::Breast_Lecture_IHC::Team_Introductions_Poonam_Vohra_Nesli_Kayraklioglu_et_al,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000897,Breast::Lectures::Breast_Lecture_Invasive::Error_Image_Missing,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000897,Breast::Lectures::Breast_Lecture_Invasive::Error_Image_Missing,::Error,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000903,Breast::Lectures::Breast_Lecture_Invasive::Rare_Breast_Tumor_Subtypes_Salivary_Gland_and_Neuroendocrine,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000904,Breast::Lectures::Breast_Lecture_Invasive::Histologic_Types_of_Breast_Tumors,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000915,Breast::Lectures::Breast_Lecture_Invasive::Breast_Cancer_Recurrence_Risk_and_Treatment,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000918,Breast::Lectures::Breast_Lecture_Invasive::21st_Century_Breast_Cancer_Prognosis_and_Subtypes,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000920,Breast::Lectures::Breast_Lecture_Invasive::Diagnosing_Special_Type_Breast_Cancer_Percentage_Guidelines,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000926,Breast::Lectures::Breast_Lecture_Invasive::Lobular_Carcinoma_Macroscopic_and_Microscopic_Disease,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000952,Breast::Lectures::Breast_Lecture_Invasive::Invasive_Mixed_Ductal_and_Lobular_Carcinoma_Diagnosis_and_Terminology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000961,Breast::Lectures::Breast_Lecture_Invasive::Radial_Sclerosing_Lesion_Histological_Example,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000962,Breast::Lectures::Breast_Lecture_Invasive::Radial_Sclerosing_Lesion_p63_Stain_and_Diagnosis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000965,Breast::Lectures::Breast_Lecture_Invasive::Well_Differentiated_IDC_Microscopic_Image,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000978,Breast::Lectures::Breast_Lecture_Invasive::Mucinous_Colloid_Carcinoma_of_the_Breast,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000980,Breast::Lectures::Breast_Lecture_Invasive::Mixed_Mucinous_and_Ductal_Carcinoma_Gross_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_000990,Breast::Lectures::Breast_Lecture_Invasive::Tumor_Typing_and_Grading_Prognostic_Significance,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001004,Breast::Lectures::Breast_Lecture_Lobular::Error_Image_Missing,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001004,Breast::Lectures::Breast_Lecture_Lobular::Error_Image_Missing,::Error,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001006,Breast::Lectures::Breast_Lecture_Lobular::Dr_James_Ewing_TIME_Magazine_s_Cancer_Man,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001007,Breast::Lectures::Breast_Lecture_Lobular::Dr_James_Ewing_and_Neoplastic_Diseases_1919,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001008,Breast::Lectures::Breast_Lecture_Lobular::Ewing_s_1919_Research_Precancerous_Breast_Changes,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001024,Breast::Lectures::Breast_Lecture_Lobular::Breast_Biopsy_Outcomes_Concordant_vs_Discordant_Lesions,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001032,Breast::Lectures::Breast_Lecture_Lobular::Overdiagnosis_and_Underdiagnosis_in_Differential_Diagnosis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001033,Breast::Lectures::Breast_Lecture_Lobular::Identifying_AOH_Loss_of_Lumen_at_Low_Power,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001069,Breast::Lectures::Breast_Lecture_Lobular::Interpreting_and_Managing_Pituitary_Adenomas,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001070,Breast::Lectures::Breast_Lecture_Lobular::Population_Legion_Discussion_Wednesday,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001071,Breast::Lectures::Breast_Lecture_Normal::Error_Image_Missing,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001071,Breast::Lectures::Breast_Lecture_Normal::Error_Image_Missing,::Error,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001073,Breast::Lectures::Breast_Lecture_Normal::Breast_Pathology_Lecture_Series_Schedule,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001074,Breast::Lectures::Breast_Lecture_Normal::Breast_Pathology_Course_Outline,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001075,Breast::Lectures::Breast_Lecture_Normal::Recommended_Resources_for_Breast_Pathology,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001076,Breast::Lectures::Breast_Lecture_Normal::Scope_of_Breast_Cancer_in_the_USA,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001077,Breast::Lectures::Breast_Lecture_Normal::Increased_Breast_Cancer_Diagnosis_and_the_Overdiagnosis_Problem,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001078,Breast::Lectures::Breast_Lecture_Normal::Benign_Breast_Lesions_Atypia_and_Cancer_Risk,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001079,Breast::Lectures::Breast_Lecture_Normal::Evolution_of_Breast_Cancer_Treatment,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001080,Breast::Lectures::Breast_Lecture_Normal::Breast_Cancer_Treatment_Overview,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001081,Breast::Lectures::Breast_Lecture_Normal::Evolution_of_Cancer_Treatment_Decision_Analysis,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001082,Breast::Lectures::Breast_Lecture_Normal::The_Expanding_Role_of_the_Pathologist,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
lectures,lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_001083,Breast::Lectures::Breast_Lecture_Normal::Breast_Specimen_Types_Indications_and_Procedures,::Lectures::,Benign Cystic Neck Mass (Case 01),data/curriculum_map_readiness_v0/lecture_timecoded_vector_docstore_STRICT_CYTO_v9.sample5000.jsonl
