root,source,tag,record_id,title,path
Derm,abpath,BST::Soft_Tissue::Fibroblastic::Intermediate::Dermatofibrosarcoma_Protuberans_Conventional,Dermatofibrosarcoma_Protuberans_Conventional,Dermatofibrosarcoma_Protuberans_Conventional,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Soft_Tissue::Fibroblastic::Malignant::Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,Dermatofibrosarcoma_Protuberans_Fibrosarcomatous,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Soft_Tissue::Fibrohistiocytic::Benign::Dermatofibroma_Fibrous_Histiocytoma,Dermatofibroma_Fibrous_Histiocytoma,Dermatofibroma_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Soft_Tissue::GIST_Visceral::Malignant::Malignant_Gastrointestinal_Neuroectodermal_Tumor,Malignant_Gastrointestinal_Neuroectodermal_Tumor,Malignant_Gastrointestinal_Neuroectodermal_Tumor,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Soft_Tissue::Nerve_Sheath::Benign::Dermal_Nerve_Sheath_Myxoma,Dermal_Nerve_Sheath_Myxoma,Dermal_Nerve_Sheath_Myxoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Soft_Tissue::Neuroendocrine::Malignant::Melanotic_Neuroectodermal_Tumor_Of_Infancy,Melanotic_Neuroectodermal_Tumor_Of_Infancy,Melanotic_Neuroectodermal_Tumor_Of_Infancy,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,BST::Bone::Congenital_Structural::Cyst::Epidermoid_Inclusion_Cyst,Epidermoid_Inclusion_Cyst,Epidermoid_Inclusion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Breast::Epithelial::Salivary_Tumors::Mucoepidermoid_Carcinoma,Mucoepidermoid_Carcinoma,Mucoepidermoid_Carcinoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Breast::Neoplastic::Epithelial::Malignant::Mucoepidermoid_Carcinoma,Mucoepidermoid_Carcinoma,Mucoepidermoid_Carcinoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Chondroid_Syringoma_Mixed_Tumor,Chondroid_Syringoma_Mixed_Tumor,Chondroid_Syringoma_Mixed_Tumor,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Cylindroma,Cylindroma,Cylindroma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Dermatofibroma_Benign_Fibrous_Histiocytoma,Dermatofibroma_Benign_Fibrous_Histiocytoma,Dermatofibroma_Benign_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Desmoid_Type_Fibromatosis,Desmoid_Type_Fibromatosis,Desmoid_Type_Fibromatosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Eccrine_Spiradenoma,Eccrine_Spiradenoma,Eccrine_Spiradenoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Endometriosis,Endometriosis,Endometriosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Epidermal_Inclusion_Cyst,Epidermal_Inclusion_Cyst,Epidermal_Inclusion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Fat_Necrosis,Fat_Necrosis,Fat_Necrosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Ganglion_Cyst,Ganglion_Cyst,Ganglion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Glomus_Tumor,Glomus_Tumor,Glomus_Tumor,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Granular_Cell_Tumor,Granular_Cell_Tumor,Granular_Cell_Tumor,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Hemangioma,Hemangioma,Hemangioma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Hibernoma,Hibernoma,Hibernoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Lipoma,Lipoma,Lipoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Derm,abpath,Cyto_Derm::Benign::Lymphangioma,Lymphangioma,Lymphangioma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Soft_Tissue::Congenital_Structural::Cyst::Aneurysmal_Bone_Cyst_Of_Soft_Tissue,Aneurysmal_Bone_Cyst_Of_Soft_Tissue,Aneurysmal_Bone_Cyst_Of_Soft_Tissue,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Normal_Histology::Growth_And_Development,Growth_And_Development,Growth_And_Development,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Normal_Histology::Radiologic_Approach_To_Bone_Tumors,Radiologic_Approach_To_Bone_Tumors,Radiologic_Approach_To_Bone_Tumors,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Cyst::Aneurysmal_Bone_Cyst,Aneurysmal_Bone_Cyst,Aneurysmal_Bone_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Cyst::Simple_Bone_Cyst,Simple_Bone_Cyst,Simple_Bone_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Cyst::Epidermoid_Inclusion_Cyst,Epidermoid_Inclusion_Cyst,Epidermoid_Inclusion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Cyst::Intraosseous_Ganglion,Intraosseous_Ganglion,Intraosseous_Ganglion,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Malformation::Melorheostosis,Melorheostosis,Melorheostosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Congenital_Structural::Mechanical::Pathology_Of_Intervertebral_Discs_And_Menisci,Pathology_Of_Intervertebral_Discs_And_Menisci,Pathology_Of_Intervertebral_Discs_And_Menisci,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Depositional_Metabolic::Metabolic::Common_Metabolic_Bone_Disorders,Common_Metabolic_Bone_Disorders,Common_Metabolic_Bone_Disorders,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Depositional_Metabolic::Metabolic::Brown_Tumor,Brown_Tumor,Brown_Tumor,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Depositional_Metabolic::Deposition::Crystal_Deposition_Diseases,Crystal_Deposition_Diseases,Crystal_Deposition_Diseases,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Depositional_Metabolic::Storage_Disease::Gaucher_Disease,Gaucher_Disease,Gaucher_Disease,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Benign::Osteoma,Osteoma,Osteoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Benign::Bone_Island_Enostosis,Bone_Island_Enostosis,Bone_Island_Enostosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Benign::Osteoid_Osteoma,Osteoid_Osteoma,Osteoid_Osteoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Benign::Osteoblastoma,Osteoblastoma,Osteoblastoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Conventional,Osteosarcoma_Conventional,Osteosarcoma_Conventional,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Telangiectatic,Osteosarcoma_Telangiectatic,Osteosarcoma_Telangiectatic,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Small_Cell,Osteosarcoma_Small_Cell,Osteosarcoma_Small_Cell,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Low_Grade_Central,Osteosarcoma_Low_Grade_Central,Osteosarcoma_Low_Grade_Central,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Parosteal,Osteosarcoma_Parosteal,Osteosarcoma_Parosteal,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Periosteal,Osteosarcoma_Periosteal,Osteosarcoma_Periosteal,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_High_Grade_Surface,Osteosarcoma_High_Grade_Surface,Osteosarcoma_High_Grade_Surface,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Bone,abpath,BST::Bone::Osteogenic::Malignant::Osteosarcoma_Secondary,Osteosarcoma_Secondary,Osteosarcoma_Secondary,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Cyst::Ganglion_Cyst,Ganglion_Cyst,Ganglion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Cyst::Synovial_Cyst,Synovial_Cyst,Synovial_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Cyst::Peritoneal_Inclusion_Cyst,Peritoneal_Inclusion_Cyst,Peritoneal_Inclusion_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Cyst::Aneurysmal_Bone_Cyst_Of_Soft_Tissue,Aneurysmal_Bone_Cyst_Of_Soft_Tissue,Aneurysmal_Bone_Cyst_Of_Soft_Tissue,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Hamartoma::Fibrous_Hamartoma_Of_Infancy,Fibrous_Hamartoma_Of_Infancy,Fibrous_Hamartoma_Of_Infancy,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Hamartoma::Smooth_Muscle_Hamartoma,Smooth_Muscle_Hamartoma,Smooth_Muscle_Hamartoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Hamartoma::Neuromuscular_Choristoma,Neuromuscular_Choristoma,Neuromuscular_Choristoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Hamartoma::Glial_Heterotopia,Glial_Heterotopia,Glial_Heterotopia,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Hamartoma::Ectopic_Meningioma_And_Meningothelial_Hamartoma,Ectopic_Meningioma_And_Meningothelial_Hamartoma,Ectopic_Meningioma_And_Meningothelial_Hamartoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Malformation::Arteriovenous_Malformation,Arteriovenous_Malformation,Arteriovenous_Malformation,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Congenital_Structural::Malformation::Massive_Localized_Lymphedema,Massive_Localized_Lymphedema,Massive_Localized_Lymphedema,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Amyloidoma,Amyloidoma,Amyloidoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Tumoral_Calcinosis,Tumoral_Calcinosis,Tumoral_Calcinosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Crystal_Storing_Histiocytosis,Crystal_Storing_Histiocytosis,Crystal_Storing_Histiocytosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Xanthomas,Xanthomas,Xanthomas,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Depositional_Metabolic::Inflammatory::Rheumatoid_Nodule,Rheumatoid_Nodule,Rheumatoid_Nodule,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Focal_Myositis,Focal_Myositis,Focal_Myositis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Proliferative_Fasciitis,Proliferative_Fasciitis,Proliferative_Fasciitis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Proliferative_Myositis,Proliferative_Myositis,Proliferative_Myositis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Ischemic_Fasciitis,Ischemic_Fasciitis,Ischemic_Fasciitis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Myositis_Ossificans,Myositis_Ossificans,Myositis_Ossificans,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Idiopathic_Tumefactive_Fibroinflammatory_Lesions,Idiopathic_Tumefactive_Fibroinflammatory_Lesions,Idiopathic_Tumefactive_Fibroinflammatory_Lesions,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Acute_Chronic::Necrotizing_Fasciitis,Necrotizing_Fasciitis,Necrotizing_Fasciitis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Inflammatory::Granulomatous::Deep_Granuloma_Annulare,Deep_Granuloma_Annulare,Deep_Granuloma_Annulare,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Soft_Tissue,abpath,BST::Soft_Tissue::Adipocytic::Benign::Lipoma_Conventional,Lipoma_Conventional,Lipoma_Conventional,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Depositional_Metabolic::Deposition::Crystal_Storing_Histiocytosis,Crystal_Storing_Histiocytosis,Crystal_Storing_Histiocytosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Fibrohistiocytic::Benign::Deep_Benign_Fibrous_Histiocytoma,Deep_Benign_Fibrous_Histiocytoma,Deep_Benign_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Fibrohistiocytic::Benign::Dermatofibroma_Fibrous_Histiocytoma,Dermatofibroma_Fibrous_Histiocytoma,Dermatofibroma_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Fibrohistiocytic::Benign::Epithelioid_Fibrous_Histiocytoma,Epithelioid_Fibrous_Histiocytoma,Epithelioid_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Fibrohistiocytic::Benign::Reticulohistiocytoma,Reticulohistiocytoma,Reticulohistiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Fibrohistiocytic::Intermediate::Angiomatoid_Fibrous_Histiocytoma,Angiomatoid_Fibrous_Histiocytoma,Angiomatoid_Fibrous_Histiocytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Pericytic::Benign::Myopericytoma,Myopericytoma,Myopericytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Hematolymphoid::Benign::Langerhans_Cell_Histiocytosis,Langerhans_Cell_Histiocytosis,Langerhans_Cell_Histiocytosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Soft_Tissue::Hematolymphoid::Malignant::Solitary_Extramedullary_Plasmacytoma,Solitary_Extramedullary_Plasmacytoma,Solitary_Extramedullary_Plasmacytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Bone::Fibrogenic::Benign::Benign_Fibrous_Histiocytoma_Bone,Benign_Fibrous_Histiocytoma_Bone,Benign_Fibrous_Histiocytoma_Bone,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Bone::Hematolymphoid::Malignant::Solitary_Plasmacytoma,Solitary_Plasmacytoma,Solitary_Plasmacytoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,BST::Bone::Hematolymphoid::Intermediate::Langerhans_Cell_Histiocytosis,Langerhans_Cell_Histiocytosis,Langerhans_Cell_Histiocytosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Category::Nondiagnostic,Nondiagnostic,Nondiagnostic,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Category::Benign,Benign,Benign,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Category::Atypical,Atypical,Atypical,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Category::Suspicious_For_Malignancy,Suspicious_For_Malignancy,Suspicious_For_Malignancy,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Category::Malignant,Malignant,Malignant,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Normal_Adrenal_Cytology,Normal_Adrenal_Cytology,Normal_Adrenal_Cytology,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Adrenal_Cortical_Hyperplasia,Adrenal_Cortical_Hyperplasia,Adrenal_Cortical_Hyperplasia,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Adrenal_Cortical_Adenoma,Adrenal_Cortical_Adenoma,Adrenal_Cortical_Adenoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Myelolipoma,Myelolipoma,Myelolipoma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Adrenal_Cyst,Adrenal_Cyst,Adrenal_Cyst,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Adrenal_Infection_Histoplasmosis,Adrenal_Infection_Histoplasmosis,Adrenal_Infection_Histoplasmosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Adrenal_Infection_Tuberculosis,Adrenal_Infection_Tuberculosis,Adrenal_Infection_Tuberculosis,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
Cyto,abpath,Cyto_Adrenal::Benign::Ganglioneuroma,Ganglioneuroma,Ganglioneuroma,data/curriculum_map_readiness_v0/abpath_source_tags.jsonl
