source,tag,count
abpath,Heme::Mature_T_NK_Cell::Leukemia::Adult_T_Cell_Leukemia_Lymphoma,1
abpath,Heme::Mature_T_NK_Cell::Leukemia::Aggressive_NK_Cell_Leukemia,1
abpath,Heme::Mature_T_NK_Cell::Leukemia::NK_Large_Granular_Lymphocytic_Leukemia,1
abpath,Heme::Mature_T_NK_Cell::Leukemia::Sezary_Syndrome,1
abpath,Heme::Mature_T_NK_Cell::Leukemia::T_Large_Granular_Lymphocytic_Leukemia,1
abpath,Heme::Mature_T_NK_Cell::Leukemia::T_Prolymphocytic_Leukemia,1
abpath,Heme::Mature_T_NK_Cell::Other::Peripheral_T_Cell_Lymphoma_NOS,1
abpath,Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_Angioimmunoblastic_Type,1
abpath,Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_Follicular_Type,1
abpath,Heme::Mature_T_NK_Cell::TFH::Nodal_TFH_Cell_Lymphoma_NOS,1
abpath,Heme::Metastasis::Metastatic_Tumor_To_Bone_Marrow,1
abpath,Heme::Metastasis::Metastatic_Tumor_To_Lymph_Node,1
abpath,Heme::Metastasis::Metastatic_Tumor_To_Spleen,1
abpath,Heme::Myelodysplastic_Myeloproliferative_Neoplasm::Atypical_Chronic_Myeloid_Leukemia,1
abpath,Heme::Myelodysplastic_Myeloproliferative_Neoplasm::Chronic_Myelomonocytic_Leukemia,1
abpath,Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_NOS,1
abpath,Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_With_Neutrophilia,1
abpath,Heme::Myelodysplastic_Myeloproliferative_Neoplasm::MDS_MPN_With_SF3B1_Mutation_And_Thrombocytosis,1
abpath,Heme::Myelodysplastic_Neoplasm::Childhood::Childhood_MDS_With_Increased_Blasts,1
abpath,Heme::Myelodysplastic_Neoplasm::Childhood::Childhood_MDS_With_Low_Blasts,1
abpath,Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Biallelic_TP53_Inactivation,1
abpath,Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_5q_Deletion,1
abpath,Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_SF3B1_Mutation,1
abpath,Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_Hypoplastic,1
abpath,Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_With_Increased_Blasts,1
abpath,Heme::Myelodysplastic_Neoplasm::Morphologic_Defined::MDS_With_Low_Blasts,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_ETV6_ABL1_Fusion,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_FGFR1_Rearrangement,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_FLT3_Rearrangement,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_JAK2_Rearrangement,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_Other_Tyrosine_Kinase_Gene_Fusions,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PCM1_JAK2_Rearrangement,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PDGFRA_Rearrangement,1
abpath,Heme::Myeloid_Lymphoid_Neoplasm_With_Eosinophilia::MLN_With_PDGFRB_Rearrangement,1
abpath,Heme::Myeloid_Sarcoma,1
abpath,Heme::Myeloproliferative_Neoplasm::Chronic_Eosinophilic_Leukemia,1
abpath,Heme::Myeloproliferative_Neoplasm::Chronic_Myeloid_Leukemia,1
abpath,Heme::Myeloproliferative_Neoplasm::Chronic_Neutrophilic_Leukemia,1
abpath,Heme::Myeloproliferative_Neoplasm::Essential_Thrombocythemia,1
abpath,Heme::Myeloproliferative_Neoplasm::Juvenile_Myelomonocytic_Leukemia,1
abpath,Heme::Myeloproliferative_Neoplasm::Myeloproliferative_Neoplasm_NOS,1
abpath,Heme::Myeloproliferative_Neoplasm::Polycythemia_Vera,1
abpath,Heme::Myeloproliferative_Neoplasm::Primary_Myelofibrosis,1
abpath,Heme::Non_Neoplastic::Bone_Marrow::Paget_Disease,1
abpath,Heme::Non_Neoplastic::Bone_Marrow::Renal_Osteodystrophy,1
abpath,Heme::Non_Neoplastic::Bone_Marrow::Therapy_Related_Changes,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Anemia_Of_Chronic_Disease,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Aplastic_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Congenital_Dyserythropoietic_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Diamond_Blackfan_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Erythrocytosis,1
abpath,Heme::Non_Neoplastic::Erythrocyte::G6PD_Deficiency,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_C_Disease,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_E_Disease,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Hemoglobin_S_Disease,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Hereditary_Elliptocytosis,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Hereditary_Spherocytosis,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Immune_Hemolytic_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Iron_Deficiency_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Lead_Poisoning,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Megaloblastic_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Microangiopathic_Hemolytic_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Paroxysmal_Nocturnal_Hemoglobinuria_PNH,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Porphyria,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Pyruvate_Kinase_Deficiency,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Sideroblastic_Anemia_Acquired,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Sideroblastic_Anemia_Inherited,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Spur_Cell_Anemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Thalassemia,1
abpath,Heme::Non_Neoplastic::Erythrocyte::Thermal_Injury_Hemolytic_Anemia,1
abpath,Heme::Non_Neoplastic::Leukocyte::Alder_Reilly_Anomaly,1
abpath,Heme::Non_Neoplastic::Leukocyte::Chediak_Higashi_Syndrome,1
abpath,Heme::Non_Neoplastic::Leukocyte::May_Hegglin_Anomaly,1
abpath,Heme::Non_Neoplastic::Leukocyte::Pelger_Huet_Anomaly,1
abpath,Heme::Non_Neoplastic::Lymph_Node::Dermatopathic_Lymphadenopathy,1
abpath,Heme::Non_Neoplastic::Lymph_Node::Non_Lymphoid_Inclusions_Mesothelial,1
abpath,Heme::Non_Neoplastic::Lymph_Node::Phenytoin_Induced_Lymphadenopathy,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Antiphospholipid_Antibody_Syndrome,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Disseminated_Intravascular_Coagulation,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Factor_Deficiency,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Factor_Inhibitor,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Fibrinolysis,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Fibrinolytic_Thrombotic_Disorder,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Heparin_Induced_Thrombocytopenia,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Immune_Thrombocytopenia,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Inherited_Thrombocytopenia,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Qualitative_Platelet_Disorder,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Thrombocytosis,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Thrombotic_Thrombocytopenic_Purpura_Hemolytic_Uremic_Syndrome,1
abpath,Heme::Non_Neoplastic::Platelet_Coagulation::Von_Willebrand_Disease,1
abpath,Heme::Non_Neoplastic::Spleen::Lymphoid_Hyperplasia,1
abpath,Heme::Non_Neoplastic::Spleen::Splenic_Cyst,1
abpath,Heme::Non_Neoplastic::Thymus::Thymic_Hyperplasia,1
abpath,Heme::Non_Neoplastic::Thymus::Thymoma,1
abpath,Heme::Plasma_Cell_Neoplasm::Cryoglobulinemia,1
abpath,Heme::Plasma_Cell_Neoplasm::Deposition_Disease::Immunoglobulin_Related_Amyloidosis_AL,1
abpath,Heme::Plasma_Cell_Neoplasm::Deposition_Disease::Monoclonal_Immunoglobulin_Deposition_Disease,1
abpath,Heme::Plasma_Cell_Neoplasm::Heavy_Chain_Disease::Alpha_Heavy_Chain_Disease,1
abpath,Heme::Plasma_Cell_Neoplasm::Heavy_Chain_Disease::Gamma_Heavy_Chain_Disease,1
abpath,Heme::Plasma_Cell_Neoplasm::Heavy_Chain_Disease::Mu_Heavy_Chain_Disease,1
abpath,Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::Cold_Agglutinin_Disease,1
abpath,Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::IgM_MGUS,1
abpath,Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::Monoclonal_Gammopathy_Of_Renal_Significance,1
abpath,Heme::Plasma_Cell_Neoplasm::Monoclonal_Gammopathy::Non_IgM_MGUS,1
abpath,Heme::Plasma_Cell_Neoplasm::POEMS_Syndrome,1
abpath,Heme::Plasma_Cell_Neoplasm::Plasma_Cell_Myeloma,1
abpath,Heme::Plasma_Cell_Neoplasm::Plasma_Cell_Neoplasm_With_Paraneoplastic_Syndrome,1
abpath,Heme::Plasma_Cell_Neoplasm::Plasmacytoma,1
abpath,Heme::Precursor_B_Cell::B_ALL_NOS,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_BCR_ABL1_Fusion,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_BCR_ABL1_Like_Features,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_ETV6_RUNX1_Fusion,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_ETV6_RUNX1_Like_Features,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_High_Hyperdiploidy,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_Hypodiploidy,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_IGH_IL3_Fusion,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_KMT2A_Rearrangement,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_Other_Defined_Genetic_Alterations,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_TCF3_HLF_Fusion,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_TCF3_PBX1_Fusion,1
abpath,Heme::Precursor_B_Cell::B_ALL_With_iAMP21,1
abpath,Heme::Precursor_T_Cell::Early_T_Precursor_Lymphoblastic_Leukemia_Lymphoma,1
abpath,Heme::Precursor_T_Cell::T_ALL_NOS,1
abpath,Heme::Secondary_Myeloid_Neoplasm::Myeloid_Neoplasm_Associated_With_Germline_Predisposition,1
abpath,Heme::Secondary_Myeloid_Neoplasm::Myeloid_Neoplasm_Post_Cytotoxic_Therapy,1
abpath,Heme::Secondary_Myeloid_Neoplasm::Myeloid_Proliferation_Associated_With_Down_Syndrome,1
abpath,Heme::Stroma_Derived::EBV_Positive_Inflammatory_Follicular_Dendritic_Cell_Sarcoma,1
abpath,Heme::Stroma_Derived::Fibroblastic_Reticular_Cell_Tumor,1
abpath,Heme::Stroma_Derived::Follicular_Dendritic_Cell_Sarcoma,1
abpath,Heme::Stroma_Derived::Intranodal_Palisaded_Myofibroblastoma,1
abpath,Heme::Stroma_Derived::Littoral_Cell_Angioma,1
abpath,Heme::Stroma_Derived::Sclerosing_Angiomatoid_Nodular_Transformation_Of_Spleen,1
abpath,Heme::Stroma_Derived::Splenic_Hamartoma,1
abpath,Heme::Tumor_Like_B_Cell::Idiopathic_Multicentric_Castleman_Disease,1
abpath,Heme::Tumor_Like_B_Cell::IgG4_Related_Disease,1
abpath,Heme::Tumor_Like_B_Cell::KSHV_HHV8_Associated_Multicentric_Castleman_Disease,1
abpath,Heme::Tumor_Like_B_Cell::Unicentric_Castleman_Disease,1
abpath,Heme::Tumor_Like_T_Cell::Autoimmune_Lymphoproliferative_Syndrome,1
abpath,Heme::Tumor_Like_T_Cell::Indolent_T_Lymphoblastic_Proliferation,1
abpath,Heme::Tumor_Like_T_Cell::Kikuchi_Fujimoto_Disease,1
abpath,Molecular::Concept::Assay::Performance::Assay_Optimization,1
abpath,Molecular::Concept::Assay::Performance::LOD_LOQ_VAF,1
abpath,Molecular::Concept::Assay::Performance::Postanalytic_Interpretation_Followup_Testing,1
abpath,Molecular::Concept::Assay::Performance::Sensitivity_Specificity,1
abpath,Molecular::Concept::Basic_Science::DNA_RNA_Gene_Structure,1
abpath,Molecular::Concept::Basic_Science::Epigenetics_Mechanisms,1
abpath,Molecular::Concept::Basic_Science::Mosaicism,1
abpath,Molecular::Concept::Basic_Science::Replication_Transcription_Translation,1
abpath,Molecular::Concept::Basic_Science::Splicing_Isoforms,1
abpath,Molecular::Concept::Basic_Science::Trinucleotide_Repeats,1
abpath,Molecular::Concept::Billing::CPT_Coding,1
abpath,Molecular::Concept::Billing::ICD_Coding,1
abpath,Molecular::Concept::Biomarker::Tumor_Mutational_Burden,1
abpath,Molecular::Concept::Ethics::Consent_Incidental_Findings,1
abpath,Molecular::Concept::Ethics::Genetic_Testing_of_Children,1
abpath,Molecular::Concept::Ethics::IRB,1
abpath,Molecular::Concept::Ethics::Secondary_Incidental_Findings_ACMG_List,1
abpath,Molecular::Concept::Indications::Cancer_Monitoring_MRD,1
abpath,Molecular::Concept::Indications::Carrier_Screening_Newborn_Screening,1
abpath,Molecular::Concept::Indications::Diagnostic_Testing,1
abpath,Molecular::Concept::Indications::Early_Cancer_Detection,1
abpath,Molecular::Concept::Indications::Molecular_Cancer_Early_Detection_Screening,1
abpath,Molecular::Concept::Indications::Predictive_Presymptomatic_Testing,1
abpath,Molecular::Concept::Indications::Prenatal_PGT_PGD,1
abpath,Molecular::Concept::Informatics::Genomic_Databases_COSMIC_gnomAD_ClinVar,1
abpath,Molecular::Concept::Informatics::Variant_Curation_Interpretation,1
abpath,Molecular::Concept::Interpretation::HGVS_Nomenclature,1
abpath,Molecular::Concept::Interpretation::Somatic_Tiered_Variant_Classification,1
abpath,Molecular::Concept::Interpretation::Variant_Classification_ACMG_AMP,1
abpath,Molecular::Concept::Interpretation::Variant_Reevaluation_Reclassification_VUS,1
abpath,Molecular::Concept::Preanalytic::Collection_Anticoagulants,1
abpath,Molecular::Concept::Preanalytic::Fixation_FFPE_Stability,1
abpath,Molecular::Concept::Preanalytic::Specimen_Selection_Tumor_Content,1
abpath,Molecular::Concept::Quality::Contamination_Prevention,1
abpath,Molecular::Concept::Quality::Internal_Controls_Housekeeping_Genes,1
abpath,Molecular::Concept::Quality::Proficiency_Testing,1
abpath,Molecular::Concept::Quality::QA_QC_Controls,1
abpath,Molecular::Concept::Quality::Quantitative_Controls_Gene_Expression_MRD,1
abpath,Molecular::Concept::Quality::Validation_and_Verification,1
abpath,Molecular::Concept::Therapy::Gene_Editing_CRISPR,1
abpath,Molecular::Concept::Therapy::Gene_Modifying_CFTR_DMD_SMA,1
abpath,Molecular::Concept::Therapy::Gene_Therapy_Adverse_Events,1
abpath,Molecular::Concept::Therapy::Gene_Therapy_Mechanisms,1
abpath,Molecular::Concept::Therapy::Gene_Transfer_Viral_Constructs,1
abpath,Molecular::Concept::Utilization::Test_Utilization_Management,1
abpath,Molecular::Concept::Variants::Chromothripsis_Genomic_Instability,1
abpath,Molecular::Concept::Variants::Copy_Number_Variation,1
abpath,Molecular::Concept::Variants::Gene_Fusions,1
abpath,Molecular::Concept::Variants::MSI_LOH_Clonality,1
abpath,Molecular::Concept::Variants::SNV_Indel_Frameshift,1
abpath,Molecular::Concept::Variants::Structural_Variants_Rearrangements,1
abpath,Molecular::Heme::Dendritic::Blastic_Plasmacytoid_Dendritic_Cell_Neoplasm,1
abpath,Molecular::Heme::Histiocytic::Langerhans_Cell_Histiocytosis,1
abpath,Molecular::Heme::Lymphoid::Acute_Lymphoblastic_Leukemia,1
abpath,Molecular::Heme::Lymphoid::B_Cell_Lymphoma,1
abpath,Molecular::Heme::Lymphoid::Chronic_Lymphocytic_Leukemia,1
abpath,Molecular::Heme::Lymphoid::T_Cell_Lymphoma,1
abpath,Molecular::Heme::Myeloid::Acute_Myeloid_Leukemia,1
abpath,Molecular::Heme::Myeloid::Acute_Promyelocytic_Leukemia,1
abpath,Molecular::Heme::Myeloid::Chronic_Myeloid_Leukemia,1
abpath,Molecular::Heme::Myeloid::Eosinophilia_PDGFRA_B,1
abpath,Molecular::Heme::Myeloid::MDS_MPN_Overlap,1
abpath,Molecular::Heme::Myeloid::Mastocytosis,1
abpath,Molecular::Heme::Myeloid::Myelodysplastic_Syndromes,1
abpath,Molecular::Heme::Myeloid::Myeloproliferative_Neoplasms,1
abpath,Molecular::Heme::Plasma_Cell::Plasma_Cell_Myeloma,1
abpath,Molecular::Hereditary::Cardiovascular::Arrhythmias_Long_QT,1
abpath,Molecular::Hereditary::Cardiovascular::Cardiomyopathy,1
abpath,Molecular::Hereditary::Cardiovascular::Hereditary_Aortic_Disease,1
abpath,Molecular::Hereditary::Cell_cycle::FAS_Pathway::Autoimmune_Lymphoproliferative_Syndrome_FAS,1
abpath,Molecular::Hereditary::Cell_cycle::P53_Pathway::Li_Fraumeni_Syndrome_TP53,1
abpath,Molecular::Hereditary::Cell_cycle::RB_Pathway::CDK4_Related_Melanoma_Predisposition_Syndrome_CDK4,1
abpath,Molecular::Hereditary::Cell_cycle::RB_Pathway::CDKN2A_Related_Tumor_Predisposition_Syndrome_CDKN2A,1
abpath,Molecular::Hereditary::Cell_cycle::RB_Pathway::Multiple_Endocrine_Neoplasia_Type_4_CDKN1B,1
abpath,Molecular::Hereditary::Cell_cycle::RB_Pathway::Retinoblastoma_Syndrome_RB1,1
abpath,Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Down_Syndrome,1
abpath,Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Klinefelter_Syndrome,1
abpath,Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Mosaic_Variegated_Aneuploidy_BUB1B_CEP57_TRIP13_BUB1_BUB3,1
abpath,Molecular::Hereditary::DNA_Repair::Aneuploidy_Syndromes::Turner_Syndrome,1
abpath,Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::MBD4_Associated_Neoplasia_Syndrome_MBD4,1
abpath,Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::MUTYH_Associated_Polyposis_MUTYH,1
abpath,Molecular::Hereditary::DNA_Repair::Base_Excision_Repair::NTHL1_Related_Tumor_Syndrome_NTHL1,1
abpath,Molecular::Hereditary::DNA_Repair::DNA_Polymerization::Polymerase_Proofreading_Associated_Polyposis_POLD1_POLE,1
abpath,Molecular::Hereditary::DNA_Repair::Helicases::Bloom_Syndrome_BLM,1
abpath,Molecular::Hereditary::DNA_Repair::Helicases::DDX41_Related_Hematologic_Tumor_Predisposition_Syndrome_DDX41,1
abpath,Molecular::Hereditary::DNA_Repair::Helicases::Rothmund_Thomson_Syndrome_ANAPC1_RECQL4,1
abpath,Molecular::Hereditary::DNA_Repair::Helicases::Werner_Syndrome_WRN,1
abpath,Molecular::Hereditary::DNA_Repair::Homologous_Recombination::BRCA_Related_Cancer_Predisposition_BRCA1_BRCA2,1
abpath,Molecular::Hereditary::DNA_Repair::Homologous_Recombination::Fanconi_Anemia_FANC_Genes,1
abpath,Molecular::Hereditary::DNA_Repair::Homologous_Recombination::PALB2_Related_Cancer_Predisposition_PALB2,1
abpath,Molecular::Hereditary::DNA_Repair::Homologous_Recombination::RAD51_Related_Cancer_Predisposition_RAD51C_RAD51D,1
abpath,Molecular::Hereditary::DNA_Repair::Mismatch_Repair::Constitutional_Mismatch_Repair_Deficiency_CMMRD_MLH1_PMS2_MSH2_MSH6,1
abpath,Molecular::Hereditary::DNA_Repair::Mismatch_Repair::Lynch_Syndrome_MLH1_PMS2_MSH2_MSH6,1
abpath,Molecular::Hereditary::DNA_Repair::Mismatch_Repair::Muir_Torre_Syndrome_MLH1_PMS2_MSH2_MSH6,1
abpath,Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::Ataxia_Telangiectasia_Syndrome_ATM,1
abpath,Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::CHEK2_Related_Cancer_Predisposition_CHEK2,1
abpath,Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::Nijmegen_Breakage_Syndrome_NBN,1
abpath,Molecular::Hereditary::DNA_Repair::Nucleotide_Excision_Repair::Xeroderma_Pigmentosum,1
abpath,Molecular::Hereditary::Developmental::Imprinting_Disorders,1
abpath,Molecular::Hereditary::Developmental::Overgrowth_Syndromes,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Clear_Cell_Meningioma_Predisposition_Syndrome_SMARCE1,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Rhabdoid_Tumor_Predisposition_Syndrome_SMARCB1_SMARCA4,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Schwannomatosis_SMARCB1_LZTR1,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Chromatin_Remodeling_Pathway::Weaver_Syndrome_EZH2,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Histone_and_DNA_Methylation::Enchondromatosis_IDH1_IDH2,1
abpath,Molecular::Hereditary::Epigenetics_Chromatin_Remodeling::Imprinting_Disorders::Beckwith_Wiedemann_Spectrum_IGF2_CDKN1C,1
abpath,Molecular::Hereditary::Growth_Factor::G_Protein_Coupled_Receptor_Pathway::Glucagon_Cell_Hyperplasia_and_Neoplasia_GCGR,1
abpath,Molecular::Hereditary::Growth_Factor::G_Protein_Coupled_Receptor_Pathway::McCune_Albright_Syndrome_GNAS,1
abpath,Molecular::Hereditary::Growth_Factor::G_Protein_Coupled_Receptor_Pathway::Sturge_Weber_Syndrome_GNAQ,1
abpath,Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Encephalocraniocutaneous_Lipomatosis_FGFR1,1
abpath,Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Hereditary_Neuroblastoma_ALK_PHOX2B,1
abpath,Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Hereditary_Papillary_Renal_Carcinoma_MET,1
abpath,Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Juvenile_Polyposis_Syndrome_BMPR1A_SMAD4,1
abpath,Molecular::Hereditary::Growth_Factor::Growth_Factor_Receptors::Multiple_Endocrine_Neoplasia_Type_2_RET,1
abpath,Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Curry_Jones_Syndrome_SMO,1
abpath,Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::ELP1_Related_Medulloblastoma_Predisposition_Syndrome_ELP1,1
abpath,Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Gorlin_Syndrome_PTCH1_SUFU_GPR161,1
abpath,Molecular::Hereditary::Growth_Factor::Hedgehog_Signaling_Pathway::Osteochondromatosis_EXT1_EXT2,1
abpath,Molecular::Hereditary::Growth_Factor::NFkB_Signaling_Pathway::Brooke_Spiegler_Syndrome_CYLD,1
abpath,Molecular::Hereditary::Growth_Factor::PKA_Signaling_Pathway::Carney_Complex_PRKAR1A_PDE8B_PDE11A,1
abpath,Molecular::Hereditary::Growth_Factor::PKA_Signaling_Pathway::PROS_Syndrome_PIK3CA,1
abpath,Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Costello_Syndrome_HRAS,1
abpath,Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::NF2_Related_Schwannomatosis_NF2,1
abpath,Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Neurofibromatosis_Type_1_NF1,1
abpath,Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Noonan_Syndrome,1
abpath,Molecular::Hereditary::Growth_Factor::RAS_MAPK_Pathway::Schimmelpenning_Feuerstein_Mims_Syndrome_HRAS_KRAS,1
abpath,Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Birt_Hogg_Dube_Syndrome_FLCN,1
abpath,Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Familial_Chordoma_TBXT,1
abpath,Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Hyperparathyroidism_Jaw_Tumor_Syndrome_CDC73,1
abpath,Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::MAFA_Related_Familial_Insulinomatosis_MAFA,1
abpath,Molecular::Hereditary::Growth_Factor::Transcription_Factors_and_Regulators::Multiple_Endocrine_Neoplasia_Type_5_MAX_Related_Tumors_MAX,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::AXIN2_Associated_Polyposis_AXIN2,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Familial_Adenomatous_Polyposis_APC,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::GAPPS_APC_Promoter,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Hereditary_Gastric_and_Breast_Cancer_Syndrome_CDH1_CTNNA1,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Hereditary_Mixed_Polyposis_Syndrome_GREM1,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Multiple_Endocrine_Neoplasia_Type_1_MEN1,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Peutz_Jeghers_Syndrome_STK11,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::Serrated_Polyposis_Syndrome_RNF43,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::WAGR_Syndrome_WT1,1
abpath,Molecular::Hereditary::Growth_Factor::WNT_TGFbeta_Pathway::WT1_Related_Tumor_Predisposition_Syndrome_WT1,1
abpath,Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::Activated_PI3K_Delta_Syndrome_APDS_PIK3CD,1
abpath,Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::PTEN_Hamartoma_Tumor_Syndrome_PTEN,1
abpath,Molecular::Hereditary::Growth_Factor::mTOR_and_PI3K_Pathway::Tuberous_Sclerosis_Complex_TSC1_TSC2,1
abpath,Molecular::Hereditary::Hematology::Hemochromatosis,1
abpath,Molecular::Hereditary::Hematology::Hemoglobinopathies_Thalassemia,1
abpath,Molecular::Hereditary::Hematology::Thrombophilia_Coagulation,1
abpath,Molecular::Hereditary::Metabolic::Alpha_1_Antitrypsin_Deficiency,1
abpath,Molecular::Hereditary::Metabolic::Cystic_Fibrosis,1
abpath,Molecular::Hereditary::Metabolic::Mitochondrial_Disorders,1
