record_id,source,original_tag,review_reason,fuzzy_score,title,input_path
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlmegakaryoblastic,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_Megakaryoblastic_With_T_1_22_P13_3_Q13_1_RBM15_MRTF1,pathout_non_abpath_local_tag,,Pathology Outlines - AML (megakaryoblastic) with t(1;22)(p13.3;q13.1); RBM15::MRTF1,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlbcrabl1,pathout,HEME::Myeloid_Neoplasms::AML::Genetic_Abnormalities::Acute_Myeloid_Leukemia_with_BCR_ABL1_Fusion,pathout_non_abpath_local_tag,,Pathology Outlines - AML with BCR::ABL1,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlbialleliccebpa,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_Cebpa_Mutation_WHO_HAEM5_Biallelic_Or_Icc_Bzip,pathout_non_abpath_local_tag,,Pathology Outlines - AML with CEBPA mutation (WHO-HAEM5-biallelic or ICC bzip),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlflt3,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_FLT3,pathout_non_abpath_local_tag,,Pathology Outlines - AML with FLT3,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlkat6acrebbp,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_KAT6A_Crebbp,pathout_non_abpath_local_tag,,Pathology Outlines - AML with KAT6A::CREBBP,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlrunx1t3,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_RUNX1T_3_CBFA2T_3_GLIS2,pathout_non_abpath_local_tag,,Pathology Outlines - AML with RUNX1T3(CBFA2T3)::GLIS2,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowmyeloidneocebpa,pathout,HEME::Myeloid_Neoplasms::AML::Genetic_Abnormalities::Acute_Myeloid_Leukemia_with_CEBPA_Mutation,pathout_non_abpath_local_tag,,Pathology Outlines - AML with germline CEBPA mutation,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlinv3q21q26,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_Inv_3_Q21_3_Q26_2_Or_T_3_3_Q21_3_Q26_2_GATA2_Mecom,pathout_non_abpath_local_tag,,"Pathology Outlines - AML with inv(3)(q21.3;q26.2) or t(3;3)(q21.3;q26.2); GATA2, MECOM",data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlmutatednpm1,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_Mutated_NPM1,pathout_non_abpath_local_tag,,Pathology Outlines - AML with mutated NPM1,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlkmt2a,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_Other_KMT2A_Rearrangements,pathout_non_abpath_local_tag,,Pathology Outlines - AML with other KMT2A rearrangements,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlmecom,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_Other_Mecom_Rearrangements,pathout_non_abpath_local_tag,,Pathology Outlines - AML with other MECOM rearrangements,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticamlt13p36q21,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::AML_With_T_1_3_P36_Q21_RDM16_RPN1,pathout_non_abpath_local_tag,,Pathology Outlines - AML with t(1;3)(p36;q21); RDM16::RPN1,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::leukemiabasophil,pathout,HEME::Myeloid_Neoplasms::AML::Differentiation::Acute_Basophilic_Leukemia,pathout_non_abpath_local_tag,,Pathology Outlines - Acute basophilic leukemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticacuteundifferentiated,pathout,HEME::Myeloid_Neoplasms::Ambiguous_Lineage::Immunophenotype::Acute_Undifferentiated_Leukemia,pathout_non_abpath_local_tag,,Pathology Outlines - Acute undifferentiated leukemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::fallopiantubesadenosarcoma,pathout,GYN::Fallopian_Tube::Mixed_Epithelial_Mesenchymal::Adenosarcoma_of_the_Fallopian_Tube,pathout_non_abpath_local_tag,,Pathology Outlines - Adenosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::uterusadenosarcoma,pathout,GYN::Uterine_Corpus::Mixed_Epithelial_Mesenchymal::Adenosarcoma_of_the_Uterine_Corpus,pathout_non_abpath_local_tag,,Pathology Outlines - Adenosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowagerelatedchanges,pathout,HEME::Other::Normal_Histology::Age_Related_Changes,pathout_non_abpath_local_tag,,Pathology Outlines - Age related changes,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowsubstanceabuse,pathout,HEME::B_Cell_Lymphomas::Plasma_Cell::Concept::Other::Alcohol_Abuse,pathout_non_abpath_local_tag,,Pathology Outlines - Alcohol abuse,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonenormalanatomy,pathout,BST::Bone::Normal_Histology::Anatomy_Bone_And_Joints,pathout_non_abpath_local_tag,,Pathology Outlines - Anatomy-bone & joints,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::muscleantisynthetase,pathout,UNRESOLVED_ROOT::Skeletal_Muscle::Inflammatory::Antisynthetase_Syndrome_Associated_Myositis,pathout_non_abpath_local_tag,,Pathology Outlines - Antisynthetase syndrome associated myositis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowaplasticanemia,pathout,HEME::T_NK_Cell::Neoplastic::Precursor::Aplastic_Anemia_Aa,pathout_non_abpath_local_tag,,Pathology Outlines - Aplastic anemia (AA),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowarsenic,pathout,HEME::Other::Depositional_Metabolic::Arsenic_Toxicity,pathout_non_abpath_local_tag,,Pathology Outlines - Arsenic toxicity,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrownonneoplasticaimf,pathout,HEME::T_NK_Cell::Inflammatory::Autoimmune_Myelofibrosis_Aimf,pathout_non_abpath_local_tag,,Pathology Outlines - Autoimmune myelofibrosis (AIMF),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowbasophils,pathout,HEME::T_NK_Cell::Concept::IHC_Markers::Basophils,pathout_non_abpath_local_tag,,Pathology Outlines - Basophils,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonebiopsy,pathout,BST::Bone::Concept::Procedure_Specimen::Biopsy,pathout_non_abpath_local_tag,,Pathology Outlines - Biopsy,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowbiopsy,pathout,HN::Bone::Concept::Procedure_Specimen::Biopsy_And_Aspirate_Smear,pathout_non_abpath_local_tag,,Pathology Outlines - Biopsy and aspirate smear,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticbpdcn,pathout,HEME::B_Cell_Lymphomas::Plasma_Cell::Neoplastic::Blastic_Plasmacytoid_Dendritic_Cell_Neoplasm,pathout_non_abpath_local_tag,,Pathology Outlines - Blastic plasmacytoid dendritic cell neoplasm,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonebonegrowth,pathout,BST::Bone::Normal_Histology::Bone_Formation_And_Growth,pathout_non_abpath_local_tag,,Pathology Outlines - Bone formation and growth,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::cdmarkersother,pathout,Molecular::Concept::IHC_Markers::CD_Markers_Other,pathout_non_abpath_local_tag,,Pathology Outlines - CD markers - other,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::stainsccr1,pathout,Molecular::Concept::IHC_Markers::CD_Markers_Other_STAINSCCR1,pathout_non_abpath_local_tag,,Pathology Outlines - CD markers - other,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::cdmarkerscd150to159,pathout,UNRESOLVED_ROOT::Markers_IHC::Inflammatory::CD150_159,pathout_non_abpath_local_tag,,Pathology Outlines - CD150-159,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::cdmarkerscd19,pathout,UNRESOLVED_ROOT::Markers_IHC::Normal_Histology::CD19,pathout_non_abpath_local_tag,,Pathology Outlines - CD19,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowcmv,pathout,HEME::Myeloid_Neoplasms::Infectious::CMV,pathout_non_abpath_local_tag,,Pathology Outlines - CMV,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::fallopiantubecarcinosarcoma,pathout,GYN::Fallopian_Tube::Carcinosarcoma_of_the_Fallopian_Tube,pathout_non_abpath_local_tag,,Pathology Outlines - Carcinosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::lungtumorcarcinosarcoma,pathout,BST::Bone::Neoplastic::Malignant::Carcinosarcoma,pathout_non_abpath_local_tag,,Pathology Outlines - Carcinosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonecartilaginousrest,pathout,BST::Other::Normal_Histology::Cartilaginous_Rest,pathout_non_abpath_local_tag,,Pathology Outlines - Cartilaginous rest,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::myeloproliferativecml,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::Chronic_Myeloid_Leukemia_Bcr_ABL1_Positive,pathout_non_abpath_local_tag,,Pathology Outlines - Chronic myeloid leukemia; BCR::ABL1 positive,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowchediakhigashisyndrome,pathout,HEME::Myeloid_Neoplasms::Concept::Other::Chediak_Higashi_Syndrome,pathout_non_abpath_local_tag,,Pathology Outlines - Chédiak-Higashi syndrome,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticccus,pathout,HEME::Myeloid_Neoplasms::Precursor_Lesions::Clonal_Hematopoiesis::Clonal_Cytopenia_of_Undetermined_Significance,pathout_non_abpath_local_tag,,Pathology Outlines - Clonal cytopenia of undetermined significance (CCUS),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticchip,pathout,HEME::Other::Neoplastic::Clonal_Hematopoiesis_Of_Indeterminate_Potential_Chip,pathout_non_abpath_local_tag,,Pathology Outlines - Clonal hematopoiesis of indeterminate potential (CHIP),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticcmus,pathout,HEME::Other::Concept::Classification::Clonal_Monocytosis_Of_Undetermined_Significance_Cmus,pathout_non_abpath_local_tag,,Pathology Outlines - Clonal monocytosis of undetermined significance (CMUS),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrownonneoplasticcda,pathout,HEME::Non_Neoplastic::Congenital_Structural::Congenital_Dyserythropoietic_Anemia_Cda,pathout_non_abpath_local_tag,,Pathology Outlines - Congenital dyserythropoietic anemia (CDA),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowcopperdeficiency,pathout,HEME::Non_Neoplastic::Concept::Management_Workup::Copper_Deficiency,pathout_non_abpath_local_tag,,Pathology Outlines - Copper deficiency,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowcryptococcus,pathout,HEME::T_NK_Cell::Infectious::Cryptococcus_Neoformans_And_Gattii,pathout_non_abpath_local_tag,,Pathology Outlines - Cryptococcus neoformans & gattii,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticmastcell,pathout,HEME::Myeloid_Neoplasms::Concept::Other::Cutaneous_Mastocytosis,pathout_non_abpath_local_tag,,Pathology Outlines - Cutaneous mastocytosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::jointsdjd,pathout,UNRESOLVED_ROOT::Joints::Concept::Molecular_Genetics::Degenerative_Joint_Disease,pathout_non_abpath_local_tag,,Pathology Outlines - Degenerative joint disease,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowdiamondblackfan,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::Diamond_Blackfan_Anemia,pathout_non_abpath_local_tag,,Pathology Outlines - Diamond-Blackfan anemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticdiamondblackfan,pathout,HEME::Myeloid_Neoplasms::Neoplastic::Malignant::Diamond_Blackfan_Anemia_Bonemarrowneoplasticdiamondblackfan,pathout_non_abpath_local_tag,,Pathology Outlines - Diamond-Blackfan anemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowdyskeratosiscongenita,pathout,HEME::Non_Neoplastic::Neoplastic::Dyskeratosis_Congenita,pathout_non_abpath_local_tag,,Pathology Outlines - Dyskeratosis congenita,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarroweosinophils,pathout,HEME::T_NK_Cell::Infectious::Eosinophils,pathout_non_abpath_local_tag,,Pathology Outlines - Eosinophils,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowerythroidmaturation,pathout,HEME::Other::Concept::Molecular_Genetics::Erythroid_Maturation_Erythropoiesis,pathout_non_abpath_local_tag,,Pathology Outlines - Erythroid maturation (erythropoiesis),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissueeskosteo,pathout,BST::Soft_Tissue::ChondroOsseous::Extraskeletal_Osteosarcoma,pathout_non_abpath_local_tag,,Pathology Outlines - Extraskeletal osteosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::stainsfactorviii,pathout,Molecular::Concept::Neoplastic::Factor_Viii_Related_Antigen,pathout_non_abpath_local_tag,,Pathology Outlines - Factor VIII related antigen,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::stainsfactorxiiia,pathout,Molecular::Concept::Neoplastic::Malignant::Factor_Xiiia,pathout_non_abpath_local_tag,,Pathology Outlines - Factor XIIIa,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowfanconis,pathout,HEME::GENETICS::Fanconi_Anemia,pathout_non_abpath_local_tag,,Pathology Outlines - Fanconi anemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticfanconianemia,pathout,HEME::GENETICS::Fanconi_Anemia,pathout_non_abpath_local_tag,,Pathology Outlines - Fanconi anemia,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowhowtoexamine,pathout,HEME::Non_Neoplastic::Concept::Reporting_Grossing::Features_To_Report,pathout_non_abpath_local_tag,,Pathology Outlines - Features to report,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::lymphnodesfibroblasticreticulumcellsarcoma,pathout,HEME::T_NK_Cell::Neoplastic::Malignant::Fibroblastic_Reticulum_Cell_Sarcoma,pathout_non_abpath_local_tag,,Pathology Outlines - Fibroblastic reticulum cell sarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonefop,pathout,BST::Bone::Concept::Management_Workup::Fibrodysplasia_Ossificans_Progressiva,pathout_non_abpath_local_tag,,Pathology Outlines - Fibrodysplasia ossificans progressiva,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticflowcytometry,pathout,HEME::Other::Concept::Other::Flow_Cytometry,pathout_non_abpath_local_tag,,Pathology Outlines - Flow cytometry,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuegli1altered,pathout,BST::Bone::Neoplastic::GLI1_Altered_Soft_Tissue_Tumors,pathout_non_abpath_local_tag,,Pathology Outlines - GLI1 altered soft tissue tumors,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowseroustransformation,pathout,HEME::Other::Normal_Histology::Gelatinous_Transformation,pathout_non_abpath_local_tag,,Pathology Outlines - Gelatinous transformation,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrownormalbonemarrow,pathout,HEME::Other::Concept::Molecular_Genetics::General,pathout_non_abpath_local_tag,,Pathology Outlines - General,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::cnstumorgliosarcoma,pathout,BST::Bone::Neoplastic::Malignant::Gliosarcoma,pathout_non_abpath_local_tag,,Pathology Outlines - Gliosarcoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::muscleglycogen,pathout,UNRESOLVED_ROOT::Skeletal_Muscle::Depositional_Metabolic::Glycogen_Storage_Diseases,pathout_non_abpath_local_tag,,Pathology Outlines - Glycogen storage diseases,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuegrading,pathout,BST::Bone::Concept::Grading::Grading,pathout_non_abpath_local_tag,,Pathology Outlines - Grading,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::stainsgramstain,pathout,Molecular::Infectious::Concept::IHC_Markers::Gram_Stain,pathout_non_abpath_local_tag,,Pathology Outlines - Gram stain,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowgranulomatousinflammation,pathout,HEME::Other::Inflammatory::Granulomatous_Inflammation,pathout_non_abpath_local_tag,,Pathology Outlines - Granulomatous inflammation,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonegrossing,pathout,BST::Bone::Concept::Reporting_Grossing::Grossing_Frozen_Section_And_Features_To_Report,pathout_non_abpath_local_tag,,"Pathology Outlines - Grossing, frozen section & features to report",data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowhiv,pathout,HEME::Non_Neoplastic::Infectious::Hiv_Aids,pathout_non_abpath_local_tag,,Pathology Outlines - HIV / AIDS,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuehemangioma,pathout,BST::Other::Neoplastic::Hemangioma_And_Variants,pathout_non_abpath_local_tag,,Pathology Outlines - Hemangioma & variants,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowhematogones,pathout,HEME::Other::Neoplastic::Malignant::Hematogones,pathout_non_abpath_local_tag,,Pathology Outlines - Hematogones,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuehematoma,pathout,BST::Bone::Neoplastic::Malignant::Hematoma,pathout_non_abpath_local_tag,,Pathology Outlines - Hematoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowhemophagocyticlymphohistiocytosis,pathout,HEME::Other::Neoplastic::Malignant::Hemophagocytic_Lymphohistiocytosis,pathout_non_abpath_local_tag,,Pathology Outlines - Hemophagocytic lymphohistiocytosis,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuevascnormal,pathout,BST::Bone::Normal_Histology::Histology_Blood_Vessels,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-blood vessels,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonehistology,pathout,BST::Bone::Normal_Histology::Histology_Bone,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-bone,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuefibrousnormal,pathout,BST::Bone::Normal_Histology::Histology_Fibrous_Tissue_And_Nerve,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-fibrous tissue & nerve,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::muscleskeletalnormal,pathout,UNRESOLVED_ROOT::Skeletal_Muscle::Normal_Histology::Histology_Skeletal_Muscle,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-skeletal muscle,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissueskeletalnormal,pathout,BST::Bone::Normal_Histology::Histology_Skeletal_Muscle,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-skeletal muscle,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuesmoothmuscle,pathout,BST::Bone::Normal_Histology::Histology_Smooth_Muscle,pathout_non_abpath_local_tag,,Pathology Outlines - Histology-smooth muscle,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowhistoplasmosis,pathout,HEME::B_Cell_Lymphomas::Plasma_Cell::Infectious::Histoplasma_Capsulatum,pathout_non_abpath_local_tag,,Pathology Outlines - Histoplasma capsulatum,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticbiopsyprocedure,pathout,HEME::Other::Concept::Procedure_Specimen::How_To_Do_A_Bone_Marrow_Biopsy_Procedure,pathout_non_abpath_local_tag,,Pathology Outlines - How to do a bone marrow biopsy (procedure),data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::boneinfarct,pathout,BST::Bone::Concept::Reporting_Grossing::Infarct,pathout_non_abpath_local_tag,,Pathology Outlines - Infarct,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowiron,pathout,HEME::Other::Neoplastic::Malignant::Iron_In_Nonneoplastic_Marrow,pathout_non_abpath_local_tag,,Pathology Outlines - Iron in nonneoplastic marrow,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::bonemarrowneoplasticpcm1jak2,pathout,HEME::Myeloid_Neoplasms::Concept::Molecular_Genetics::JAK2,pathout_non_abpath_local_tag,,Pathology Outlines - JAK2,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissuekeratinposgiantcell,pathout,BST::Bone::Neoplastic::Keratin_Positive_Giant_Cell_Rich_Tumor,pathout_non_abpath_local_tag,,Pathology Outlines - Keratin positive giant cell rich tumor,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
pathout:pathout::bone_soft_tissue::softtissueleiomyoma,pathout,BST::Soft_Tissue::Smooth_Muscle::Leiomyoma,pathout_non_abpath_local_tag,,Pathology Outlines - Leiomyoma,data/curriculum_map_v0_2/pathout_tagged_pages_AP_DIAGNOSTIC_v1.jsonl
