record_id,source,original_tag,rejection_reason,title,input_path
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011797,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011798,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011799,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011800,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011801,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011802,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011806,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011808,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011809,lectures,HEME::T_NK_Cell::Neoplastic::Malignant::T_Lymphoblastic_Lymphoma_Leukemia,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011810,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011811,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011812,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011813,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011815,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011816,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011817,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011818,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011819,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011820,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011822,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011829,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011830,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011831,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011832,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011833,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011834,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011835,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011838,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011839,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011840,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011841,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011842,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011843,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011845,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011846,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011847,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011848,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011849,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011850,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011851,lectures,HEME::T_NK_Cell::Neoplastic::Malignant::T_Lymphoblastic_Lymphoma_Leukemia,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011853,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011854,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011856,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011857,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011858,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011860,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011861,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011862,lectures,HEME::Other::Normal_Histology::Progressive_Transformation_Of_Germinal_Centers,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011863,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011866,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011867,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011869,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011870,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011871,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011874,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011877,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011878,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011879,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011884,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011889,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011893,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011894,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011895,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011897,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011898,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011899,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011902,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011903,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011904,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011905,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011906,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011907,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011909,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011910,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011911,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011912,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011915,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011916,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011919,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011920,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011921,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011922,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011924,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011926,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011927,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011928,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011930,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011931,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011934,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011935,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011936,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011937,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011938,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011939,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011941,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011944,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011947,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011951,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011952,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011953,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011954,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011957,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011959,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
lectures:lecture::gcs_gs_pathology_hub_02_normalized_lectures_lecture_chunks::000000000_000000000_011960,lectures,_UNMAPPED_,textbook_lecture_non_abpath_or_generated_tag,,data/curriculum_map_v0_2/lecture_primary_tag_map_STRICT_CYTO_v9.jsonl
