tag,root,record_count
GI::Esophagus::Neoplastic::Mesenchymal::Esophageal_Granular_Cell_Tumor,GI,3
GI::Esophagus::Neoplastic::Neuroendocrine::Esophageal_Neuroendocrine_Carcinoma_Small_Cell,GI,3
GI::Esophagus::Neoplastic::Squamous::Esophageal_Squamous_Cell_Carcinoma_Overview,GI,3
GI::Esophagus::Normal_Histology::Normal_Anatomy,GI,3
GI::General::Neoplastic::Germ_Cell::Germ_Cell_Tumors_Digestive_System,GI,3
GI::Hematolymphoid::T_Cell_Lymphoma::Indolent_NK_Cell_Lymphoproliferative_Disorder_GI_Tract,GI,3
GI::Liver::Neoplastic::Malignant_Biliary::Intrahepatic_Cholangiocarcinoma_Large_Duct,GI,3
GI::Mesenchymal::Adipocytic::Lipoma,GI,3
GI::Mesenchymal::Neural::Ganglioneuroma,GI,3
GI::Pancreas::Neoplastic::Cystic::Pancreatic_Simple_Mucinous_Cyst,GI,3
GI::Small_Intestine::Congenital_Structural::Heterotopia::Small_Intestinal_Pancreatic_Heterotopia,GI,3
GI::Small_Intestine::Infectious::Protozoal::Small_Intestinal_Cryptosporidiosis,GI,3
GI::Small_Intestine::Infectious::Protozoal::Small_Intestinal_Microsporidiosis,GI,3
GI::Small_Intestine::Inflammatory::Acute::Small_Intestinal_Necrotizing_Enterocolitis,GI,3
GI::Small_Intestine::Inflammatory::Injury::Small_Intestinal_Ischemic_Enteritis,GI,3
GI::Stomach::Inflammatory::Gastritis::Gastric_Acute_Hemorrhagic_Gastritis,GI,3
GI::Stomach::Inflammatory::Gastritis::Gastric_Focally_Enhanced_Gastritis,GI,3
GI::Stomach::Inflammatory::Gastritis::Gastric_Phlegmonous_Gastritis,GI,3
GI::Stomach::Polyp::Adenoma::Gastric_Intestinal_Type_Adenoma,GI,3
GI::Stomach::Polyp::Hamartoma::Gastric_Juvenile_Type_Polyp,GI,3
GU::Bladder::Physiologic_Trauma::Radiation_Changes,GU::Bladder,3
GU::Bladder::Urothelial::Adenocarcinoma_NOS,GU::Bladder,3
GU::Kidney::Medical_Kidney_Disease::Glomerular::Monoclonal_Gammopathy_Associated_Renal_Disease,GU::Kidney,3
GU::Kidney::Mesenchymal::Renal_Hemangioblastoma,GU::Kidney,3
GU::Kidney::Metanephric::Cystic_Nephroma,GU::Kidney,3
GU::Kidney::Nephroblastic_Nephrogenic::Cystic_Partially_Differentiated_Nephroblastoma,GU::Kidney,3
GU::Prostate::Benign::Prostatic_Type_Polyp_Ectopic,GU::Prostate,3
GU::Prostate::Mesenchymal::Leiomyosarcoma,GU::Prostate,3
GU::Prostate::Squamous_Neoplasms::Adenoid_Cystic_Carcinoma_of_the_Prostate,GU::Prostate,3
GU::Testis::Germ_Cell_Tumors::Cystic_Trophoblastic_Tumor,GU::Testis,3
GU::Testis::Germ_Cell_Tumors::Epithelioid_Trophoblastic_Tumor,GU::Testis,3
GU::Testis::Germ_Cell_Tumors::Placental_Site_Trophoblastic_Tumor,GU::Testis,3
GU::Testis::Germ_Cell_Tumors::Teratoma_with_Somatic_Type_Malignancy,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Adult_Granulosa_Cell_Tumor,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Juvenile_Granulosa_Cell_Tumor,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Large_Cell_Calcifying_Sertoli_Cell_Tumor,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Mixed_Sex_Cord_Stromal_Tumor,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Myoid_Gonadal_Stromal_Tumor,GU::Testis,3
GU::Testis::Sex_Cord_Stromal_Tumors::Sex_Cord_Stromal_Tumor_NOS,GU::Testis,3
GYN::Ovary::Neoplastic::Germ_Cell::Malignant::Strumal_Carcinoid,GYN::Ovary,3
GYN::Ovary::Neoplastic::Mixed::Malignant::Mixed_Germ_Cell_Sex_Cord_Stromal_Tumor,GYN::Ovary,3
GYN::Ovary::Neoplastic::Sex_Cord_Stromal::Benign::Stromal_Luteoma,GYN::Ovary,3
GYN::Uterus::Neoplastic::Mesenchymal::Malignant::Alveolar_Soft_Part_Sarcoma,GYN::Uterus,3
GYN::Vagina::Neoplastic::Mesenchymal::Benign::Rhabdomyoma,GYN::Vagina,3
GYN::Vulva::Neoplastic::Mesenchymal::Intermediate::Dermatofibrosarcoma_Protuberans,GYN::Vulva,3
HN::Genetics::Hyperparathyroidism_Jaw_Tumor_Syndrome,HN,3
HN::Heme::B_Cell::Large_B_Cell_Lymphoma_With_IRF4_Rearrangement,HN,3
HN::Heme::Reactive::EBV_Positive_Mucocutaneous_Ulcer,HN,3
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Lymphoepithelial_Carcinoma,HN,3
HN::Soft_Tissue::Smooth_Muscle::EBV_Associated_Smooth_Muscle_Tumor,HN,3
Heme::Acute_Myeloid_Leukemia::Differentiation_Defined::Acute_Myelomonocytic_Leukemia,Heme,3
Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_KMT2A_Rearrangement,Heme,3
Heme::Infection::Parvovirus,Heme,3
Heme::Mature_B_Cell::Marginal_Zone::Primary_Cutaneous_Marginal_Zone_Lymphoma,Heme,3
Heme::Mature_T_NK_Cell::Cutaneous::Primary_Cutaneous_Gamma_Delta_T_Cell_Lymphoma,Heme,3
Heme::Mature_T_NK_Cell::Cutaneous::Primary_Cutaneous_Peripheral_T_Cell_Lymphoma_NOS,Heme,3
Heme::Mature_T_NK_Cell::EBV_Positive::EBV_Positive_Nodal_T_NK_Cell_Lymphoma,Heme,3
Heme::Non_Neoplastic::Erythrocyte::Porphyria,Heme,3
Heme::Non_Neoplastic::Erythrocyte::Sideroblastic_Anemia_Inherited,Heme,3
Heme::Non_Neoplastic::Erythrocyte::Thalassemia,Heme,3
Heme::Non_Neoplastic::Platelet_Coagulation::Von_Willebrand_Disease,Heme,3
Molecular::Concept::Basic_Science::Mosaicism,Molecular,3
Molecular::Concept::Basic_Science::Trinucleotide_Repeats,Molecular,3
Molecular::Concept::Ethics::Secondary_Incidental_Findings_ACMG_List,Molecular,3
Molecular::Concept::Preanalytic::Specimen_Selection_Tumor_Content,Molecular,3
Molecular::Concept::Quality::Internal_Controls_Housekeeping_Genes,Molecular,3
Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::Ataxia_Telangiectasia_Syndrome_ATM,Molecular,3
Molecular::Hereditary::DNA_Repair::Non_Homologous_End_Joining::CHEK2_Related_Cancer_Predisposition_CHEK2,Molecular,3
Molecular::Hereditary::Telomere::Telomere_Biology_Disorders::POT1_and_Shelterin_Related_Tumor_Predisposition_Syndrome_POT1_ACD_TERF2IP_TERT_Promoter,Molecular,3
Molecular::Infectious::Viral::Epstein_Barr_Virus,Molecular,3
Molecular::Infectious::Viral::Merkel_Cell_Polyomavirus,Molecular,3
Molecular::Solid::Bone::Osteosarcoma,Molecular,3
Molecular::Solid::Thoracic::Mesothelioma,Molecular,3
Molecular::Technique::Identity::Maternal_Cell_Contamination,Molecular,3
Molecular::Technique::Microarray::SNP_Array,Molecular,3
Molecular::Technique::Proteomics::Mass_Spectrometry,Molecular,3
Neuro::Artifact::Iatrogenic::Hemostatic_Agent::Surgicel,Neuro,3
Neuro::Infection::Acute_Viral_Infections::Rubella_Encephalitis,Neuro,3
Neuro::Ophthalmic::Retina_And_Vitreous::Retinal_Neoplasms::Melanoma,Neuro,3
Neuro::Tumor::Cysts::Colloid_Cyst_Of_The_Third_Ventricle,Neuro,3
Neuro::Tumor::Embryonal::Cribriform_Neuroepithelial_Tumor,Neuro,3
Neuro::Tumor::Ependymal::Posterior_Fossa_Ependymoma,Neuro,3
Neuro::Tumor::Mesenchymal_Non_Meningothelial::Muscle::Leiomyosarcoma,Neuro,3
Skin::Congenital_Structural::Cyst::Omphalomesenteric_Duct_Cyst,Skin,3
Skin::Depositional_Metabolic::Pigment::Minocycline_Pigmentation,Skin,3
Skin::Depositional_Metabolic::Pigment::Monsel_Reaction,Skin,3
Skin::Infectious::Bacterial::Gonococcemia,Skin,3
Skin::Infectious::Parasitic::Schistosomiasis,Skin,3
Skin::Infectious::Viral::Trichilemmal_Verruca,Skin,3
Skin::Inflammatory::Adnexal::Rosacea_Erythematotelangiectatic,Skin,3
Skin::Inflammatory::Alopecia::Involutional_Alopecia_of_the_Elderly,Skin,3
Skin::Inflammatory::Blistering::Bullous_Systemic_Lupus,Skin,3
Skin::Inflammatory::Blistering::Pseudoporphyria,Skin,3
Skin::Inflammatory::Connective_Tissue::Elastic_Fiber_Disorders,Skin,3
Skin::Inflammatory::Dermal_Sclerosing::Acrodermatitis_Chronica_Atrophicans,Skin,3
Skin::Inflammatory::Dermal_Sclerosing::Atrophoderma_of_Pasini_and_Pierini,Skin,3
Skin::Inflammatory::Dermal_Sclerosing::Poikiloderma_Vasculare_Atrophicans,Skin,3
Skin::Inflammatory::Drug_Eruption::Photodrug_Eruption,Skin,3
Skin::Inflammatory::Drug_Eruption::Urticarial_Drug_Eruption,Skin,3
Skin::Inflammatory::Infectious::Viral::HPV,Skin,3
Skin::Inflammatory::Photosensitivity::Hydroa_Vacciniforme,Skin,3
Skin::Inflammatory::Reactive::Erythema_Ab_Igne,Skin,3
Skin::Inflammatory::Spongiotic::Subacute_Spongiotic_Dermatitis,Skin,3
Skin::Neoplastic::Adnexal::Eccrine::Hidroacanthoma_Simplex,Skin,3
Skin::Neoplastic::Adnexal::Eccrine::Sclerosing_Sweat_Duct_Carcinoma,Skin,3
Skin::Neoplastic::Adnexal::Follicular::Benign::Panfolliculoma,Skin,3
Skin::Neoplastic::Adnexal::Follicular::Proliferating_Pilar_Cyst,Skin,3
Skin::Neoplastic::Adnexal::Paget::Secondary_EMPD,Skin,3
Skin::Neoplastic::Adnexal::Sebaceous::Fordyce_Spot,Skin,3
Skin::Neoplastic::Epidermal::Malignant::Basal_Cell_Carcinoma_Adnexal_Differentiation,Skin,3
Skin::Neoplastic::Epidermal::Malignant::Basal_Cell_Carcinoma_Infundibulocystic_Fibroepithelioma_Of_Pinkus,Skin,3
Skin::Neoplastic::Epidermal::Malignant::Basal_Cell_Carcinoma_Morpheaform,Skin,3
Skin::Neoplastic::Epidermal::Malignant::Squamous_Cell_Carcinoma_Spindle_Cell,Skin,3
Skin::Neoplastic::Melanocytic::Benign::Blue_Nevus_Conventional,Skin,3
Skin::Neoplastic::Melanocytic::Benign::Spitz_Nevus_Pigmented_Reed,Skin,3
Skin::Neoplastic::Melanocytic::Benign::Sunburn_Nevus,Skin,3
Skin::Neoplastic::Metastatic::Adnexal,Skin,3
Skin::Neoplastic::Metastatic::Secondary_Extramammary_Paget_Disease,Skin,3
Skin::Neoplastic::Soft_Tissue::Fibrous::Epithelioid_Cell_Histiocytoma,Skin,3
Skin::Neoplastic::Soft_Tissue::Fibrous::Low_Grade_Fibromyxoid_Sarcoma,Skin,3
Skin::Neoplastic::Soft_Tissue::Fibrous::Myxoid_DFSP,Skin,3
Skin::Neoplastic::Soft_Tissue::Fibrous::Solitary_Fibrous_Tumor,Skin,3
Skin::Neoplastic::Soft_Tissue::Muscular::Atypical_Leiomyoma,Skin,3
Skin::Neoplastic::Soft_Tissue::Neural::Dermal_Hyperneury,Skin,3
Skin::Neoplastic::Soft_Tissue::Neural::Post_Traumatic_Neuroma,Skin,3
Thorax_Mediastinum::Lung::Neoplastic::Neuroendocrine::Precursor::Diffuse_Idiopathic_Pulmonary_Neuroendocrine_Cell_Hyperplasia_DIPNECH,Thorax_Mediastinum,3
Thorax_Mediastinum::Thymus::Neoplastic::Epithelial::Carcinoma::Squamous_Cell_Carcinoma,Thorax_Mediastinum,3
Thorax_Mediastinum::Thymus::Neoplastic::Neuroendocrine::Well_Differentiated::Carcinoid_Tumor,Thorax_Mediastinum,3
BST::Bone::Congenital_Structural::Cyst::Epidermoid_Inclusion_Cyst,BST,2
BST::Bone::Depositional_Metabolic::Metabolic::Common_Metabolic_Bone_Disorders,BST,2
BST::Soft_Tissue::Depositional_Metabolic::Inflammatory::Rheumatoid_Nodule,BST,2
BST::Soft_Tissue::Fibroblastic::Intermediate::EWSR1_SMAD3_Fibroblastic_Tumor,BST,2
BST::Soft_Tissue::Hematolymphoid::Malignant::Myeloid_Sarcoma,BST,2
BST::Soft_Tissue::Inflammatory::Acute_Chronic::Idiopathic_Tumefactive_Fibroinflammatory_Lesions,BST,2
BST::Soft_Tissue::Inflammatory::Granulomatous::Deep_Granuloma_Annulare,BST,2
BST::Soft_Tissue::Nerve_Sheath::Benign::Benign_Triton_Tumor,BST,2
BST::Soft_Tissue::Skeletal_Muscle::Intermediate::Inflammatory_Rhabdomyoblastic_Tumor,BST,2
BST::Soft_Tissue::Uncertain_Diff::Malignant::Primary_Pulmonary_Myxoid_Sarcoma,BST,2
BST::Syndromes::Predisposition::General::Li_Fraumeni_Syndrome,BST,2
BST::Syndromes::Predisposition::General::Werner_Syndrome,BST,2
Breast::Congenital_Structural::Hamartoma::Mammary_Hamartoma,Breast,2
Breast::Congenital_Structural::Malformation::Accessory_Breast_Tissue,Breast,2
Breast::Congenital_Structural::Malformation::Gynecomastia,Breast,2
Breast::Congenital_Structural::Mechanical::Epithelial_Displacement_Biopsy_Site,Breast,2
Breast::Epithelial::Ductal_Carcinoma::Carcinoma_with_Apocrine_Differentiation,Breast,2
Breast::Epithelial::Ductal_Carcinoma::Mucinous_Cystadenocarcinoma,Breast,2
Breast::Genetics::Syndromes::PALB2_Associated_Cancers,Breast,2
Breast::Genetics::Syndromes::Peutz_Jeghers_Syndrome,Breast,2
Breast::Hematolymphoid_Tumors::Lymphoma::Follicular_Lymphoma,Breast,2
Breast::Infectious::Bacterial::Acute_Mastitis,Breast,2
Breast::Inflammatory::Granulomatous::Cystic_Neutrophilic_Granulomatous_Mastitis,Breast,2
Breast::Inflammatory::Reactive::Mucocele_Like_Lesion,Breast,2
Breast::Mesenchymal::Adipocytic_Tumors::Angiolipoma,Breast,2
Breast::Mesenchymal::Adipocytic_Tumors::Lipoma,Breast,2
Breast::Mesenchymal::Fibroblastic_Tumors::Desmoid_Fibromatosis,Breast,2
Breast::Mesenchymal::Fibroblastic_Tumors::Inflammatory_Myofibroblastic_Tumor,Breast,2
Breast::Mesenchymal::Fibroblastic_Tumors::Nodular_Fasciitis,Breast,2
Breast::Mesenchymal::Nerve_Tumors::Neurofibroma,Breast,2
Breast::Mesenchymal::Nerve_Tumors::Schwannoma,Breast,2
Breast::Mesenchymal::Smooth_Tumors::Leiomyosarcoma,Breast,2
Breast::Mesenchymal::Vascular_Tumors::Angiomatosis,Breast,2
Breast::Mesenchymal::Vascular_Tumors::Primary_Angiosarcoma_of_the_Breast,Breast,2
Breast::Neoplastic::Epithelial::Benign::Myoepithelioma,Breast,2
Breast::Neoplastic::Epithelial::Benign::Nipple_Adenoma,Breast,2
Breast::Neoplastic::Epithelial::Benign::Syringomatous_Tumor,Breast,2
Breast::Neoplastic::Epithelial::Malignant::Mucinous_Cystadenocarcinoma,Breast,2
Breast::Neoplastic::Hematolymphoid::Malignant::Breast_Implant_Associated_ALCL,Breast,2
Breast::Neoplastic::Hematolymphoid::Malignant::MALT_Lymphoma,Breast,2
Breast::Neoplastic::Mesenchymal::Benign::Schwannoma,Breast,2
Cyto_Adrenal::Category::Atypical,Cyto_Adrenal,2
Cyto_Breast::Benign::Non_Neoplastic::Sclerosing_Adenosis,Cyto_Breast,2
Cyto_Derm::Benign::Syringocystadenoma_Papilliferum,Cyto_Derm,2
Cyto_Fluids::Benign_Reactive::Inflammatory::Lupus_Pleuritis_LE_Cells,Cyto_Fluids,2
Cyto_Fluids::Benign_Reactive::Mesothelial::Multinucleated_Giant_Mesothelial_Cells,Cyto_Fluids,2
Cyto_Fluids::Benign_Reactive::Specific_Conditions::Endometriosis,Cyto_Fluids,2
Cyto_Fluids::Infectious::Parasitic::Entamoeba_Histolytica,Cyto_Fluids,2
Cyto_Fluids::Infectious::Parasitic::Strongyloides_Stercoralis,Cyto_Fluids,2
Cyto_Fluids::Malignant::Sarcoma::Epithelioid_Hemangioendothelioma,Cyto_Fluids,2
Cyto_Fluids::Pattern::Cannonballs,Cyto_Fluids,2
Cyto_GI_Tract::Small_Intestine::Benign::Duodenal_Adenoma,Cyto_GI_Tract,2
Cyto_GI_Tract::Small_Intestine::Infectious::Microsporidia,Cyto_GI_Tract,2
Cyto_GYN::Benign_Reactive::Non_Neoplastic::Vaginal_Adenosis,Cyto_GYN,2
Cyto_GYN::Benign_Reactive::Organisms::Mycobacterium_Tuberculosis,Cyto_GYN,2
Cyto_GYN::Benign_Reactive::Organisms::Neisseria_Gonorrhoeae,Cyto_GYN,2
Cyto_GYN::Glandular::Benign_Neoplasm::Endocervical_Polyp,Cyto_GYN,2
Cyto_GYN::Glandular::Carcinoma::Adenocarcinoma_Endocervical_Minimal_Deviation_Adenoma_Malignum,Cyto_GYN,2
Cyto_GYN::Glandular::Hyperplasia::Endometrial_Hyperplasia_Complex,Cyto_GYN,2
Cyto_GYN::Malignant_Other::Embryonal_Rhabdomyosarcoma_Sarcoma_Botryoides,Cyto_GYN,2
Cyto_GYN::Malignant_Other::Endometrial_Stromal_Sarcoma,Cyto_GYN,2
Cyto_GYN::Malignant_Other::Leiomyosarcoma,Cyto_GYN,2
Cyto_GYN::Malignant_Other::Metastatic_Tumor_Ovary,Cyto_GYN,2
Cyto_GYN::Squamous::Vulvar_Intraepithelial_Neoplasia_VIN_Classic_Warty_Basaloid,Cyto_GYN,2
Cyto_GYN::Squamous::Vulvar_Intraepithelial_Neoplasia_VIN_Differentiated,Cyto_GYN,2
Cyto_Head_Neck::Benign::Ameloblastoma,Cyto_Head_Neck,2
Cyto_Head_Neck::Benign::Meningioma,Cyto_Head_Neck,2
Cyto_Head_Neck::Benign::Parathyroid_Adenoma,Cyto_Head_Neck,2
Cyto_Head_Neck::Benign::Pilomatrixoma,Cyto_Head_Neck,2
Cyto_Head_Neck::Benign::Proliferative_Myositis,Cyto_Head_Neck,2
Cyto_Heme::Malignant::B_Cell_Large::Posttransplant_Lymphoproliferative_Disorder_PTLD,Cyto_Heme,2
Cyto_Heme::Malignant::B_Cell_Large::Primary_Effusion_Lymphoma_PEL,Cyto_Heme,2
Cyto_Heme::Malignant::Histiocytic_Dendritic::Histiocytic_Sarcoma,Cyto_Heme,2
Cyto_Heme::Malignant::Histiocytic_Dendritic::Interdigitating_Dendritic_Cell_Sarcoma,Cyto_Heme,2
Cyto_Heme::Malignant::Histiocytic_Dendritic::Langerhans_Cell_Histiocytosis_LCH,Cyto_Heme,2
Cyto_Heme::Malignant::Histiocytic_Dendritic::Langerhans_Cell_Sarcoma,Cyto_Heme,2
Cyto_Heme::Malignant::Metastatic::Carcinoma_Squamous_Cell_HPV_Associated,Cyto_Heme,2
Cyto_Heme::Malignant::Splenic::Angiosarcoma,Cyto_Heme,2
Cyto_Heme::Malignant::T_NK_Cell::Anaplastic_Large_Cell_Lymphoma_ALK_Neg,Cyto_Heme,2
Cyto_Heme::Malignant::Thymic::Thymic_B_Cell_Lymphoma,Cyto_Heme,2
Cyto_Heme::Malignant::Thymic::Thymic_Carcinoma,Cyto_Heme,2
Cyto_Heme::Pattern::Spindle_Cells,Cyto_Heme,2
Cyto_Kidney::Malignant::Renal_Pelvis::Squamous_Cell_Carcinoma,Cyto_Kidney,2
Cyto_Liver::Benign_Reactive::Biliary::Bile_Duct_Adenoma,Cyto_Liver,2
Cyto_Liver::Benign_Reactive::Hepatocellular::Hepatocellular_Adenoma,Cyto_Liver,2
Cyto_Liver::Malignant::Hepatocellular::Hepatocellular_Carcinoma_Poorly_Differentiated,Cyto_Liver,2
Cyto_Liver::Malignant::Metastatic::Metastatic_Pancreatic_Adenocarcinoma,Cyto_Liver,2
Cyto_Liver::Pattern::Mod_Marked_Cellular_Dispersed_Cells,Cyto_Liver,2
Cyto_Management::Ancillary_Testing::Fluorescence_In_Situ_Hybridization_FISH,Cyto_Management,2
Cyto_Mediastinum::Benign::Endocrine::Parathyroid_Adenoma,Cyto_Mediastinum,2
Cyto_Mediastinum::Benign_Reactive::Acute_Inflammation_Abscess,Cyto_Mediastinum,2
Cyto_Mediastinum::Malignant::Sarcoma::Solitary_Fibrous_Tumor,Cyto_Mediastinum,2
Cyto_Mediastinum::Malignant::Sarcoma::Synovial_Sarcoma,Cyto_Mediastinum,2
Cyto_Neuro::Infectious::Bacteria::Listeria_Monocytogenes,Cyto_Neuro,2
Cyto_Retroperitoneum::Category::Suspicious,Cyto_Retroperitoneum,2
Cyto_Retroperitoneum::Malignant::Sarcoma::Alveolar_Soft_Part_Sarcoma,Cyto_Retroperitoneum,2
Cyto_Salivary::Benign::Canalicular_Adenoma,Cyto_Salivary,2
Cyto_Salivary::Benign::Lipoma,Cyto_Salivary,2
Cyto_Salivary::Malignant::Metastasizing_Pleomorphic_Adenoma,Cyto_Salivary,2
Cyto_Salivary::Non_Neoplastic::Sialadenitis_Acute,Cyto_Salivary,2
Cyto_Soft_Tissue::Benign::Adipocytic::Spindle_Cell_Pleomorphic_Lipoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Epithelioid::Glomus_Tumor,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Epithelioid::Rhabdomyoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Epithelioid::Tenosynovial_Giant_Cell_Tumor,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Mass_Forming_Inflammatory::Acute_Inflammation,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Mass_Forming_Inflammatory::Fat_Necrosis,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Mass_Forming_Inflammatory::Granulomatous_Suppurative_Inflammation,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Mass_Forming_Inflammatory::IgG4_Related_Disease,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Mass_Forming_Inflammatory::Ischemic_Fasciitis,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Myxoid_Stroma::Ganglion_Cyst,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Myxoid_Stroma::Intramuscular_Juxta_Articular_Myxoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Spindle_Cell::Leiomyoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Spindle_Cell::Myofibroblastoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Benign::Spindle_Cell::Perineurioma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Adipocytic::Dedifferentiated_Liposarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Epithelioid::Clear_Cell_Sarcoma_Of_Soft_Tissue,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Epithelioid::Extrarenal_Rhabdoid_Tumor,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Metastatic::Soft_Tissue_Metastases,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Myxoid::Extraskeletal_Myxoid_Chondrosarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Myxoid::Myxoinflammatory_Fibroblastic_Sarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Pleomorphic::Intimal_Sarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Pleomorphic::Pleomorphic_Rhabdomyosarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Pleomorphic::Undifferentiated_Pleomorphic_Sarcoma_UPS,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Round_Cell::CIC_Rearranged_Sarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Round_Cell::Neuroblastoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Round_Cell::Sarcoma_With_BCOR_Genetic_Alterations,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Infantile_Fibrosarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Kaposi_Sarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Malignant_Melanotic_Nerve_Sheath_Tumor,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::Malignant::Spindle_Cell::Spindle_Cell_Sclerosing_Rhabdomyosarcoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::NonNeoplastic::Infectious::Fungal_Infection,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::STNUMP::Spindle_Cell::Angiomatoid_Fibrous_Histiocytoma,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::STNUMP::Spindle_Cell::Inflammatory_Myofibroblastic_Tumor,Cyto_Soft_Tissue,2
Cyto_Soft_Tissue::STNUMP::Spindle_Cell::Myoepithelial_Neoplasms,Cyto_Soft_Tissue,2
Cyto_Thoracic::Benign_Neoplasm::Inflammatory_Myofibroblastic_Tumor_IMT,Cyto_Thoracic,2
Cyto_Thoracic::Benign_Neoplasm::Meningioma_Pulmonary,Cyto_Thoracic,2
Cyto_Thoracic::Benign_Reactive::Inflammatory::Amyloidosis_Lung,Cyto_Thoracic,2
Cyto_Thoracic::Infectious::Bacterial::Actinomyces,Cyto_Thoracic,2
Cyto_Thoracic::Infectious::Fungal::Coccidioides_Immitis,Cyto_Thoracic,2
Cyto_Thoracic::Malignant::Carcinoma::Adenosquamous_Carcinoma,Cyto_Thoracic,2
Cyto_Thoracic::Malignant::Carcinoma::Pulmonary_Blastoma,Cyto_Thoracic,2
Cyto_Thoracic::Malignant::Carcinoma::Salivary_Gland_Type_Carcinoma,Cyto_Thoracic,2
Cyto_Thoracic::Malignant::Mesothelial::Mesothelioma_Biphasic,Cyto_Thoracic,2
Cyto_Thoracic::Malignant::Mesothelial::Mesothelioma_Epithelioid,Cyto_Thoracic,2
Cyto_Thyroid::Benign_Reactive::Amyloid_Goiter,Cyto_Thyroid,2
Cyto_Thyroid::Benign_Reactive::Riedel_Thyroiditis,Cyto_Thyroid,2
Cyto_Thyroid::Malignant::Lymphoma::Lymphoma_Hodgkin,Cyto_Thyroid,2
Cyto_Thyroid::Malignant::Lymphoma::Lymphoma_Thyroid_DLBCL,Cyto_Thyroid,2
Cyto_Thyroid::Malignant::Metastatic::Metastasis_To_Thyroid_Breast,Cyto_Thyroid,2
Cyto_Thyroid::Pattern::Dispersed_Hypercellular_Lymph_Node_Like,Cyto_Thyroid,2
Cyto_Urinary::Benign_Reactive::Cystitis_Cystica,Cyto_Urinary,2
Cyto_Urinary::Benign_Reactive::Treatment_Effect::Chemotherapy_Effect_Mitomycin_C,Cyto_Urinary,2
Cyto_Urinary::Benign_Reactive::Treatment_Effect::Radiation_Effect,Cyto_Urinary,2
Cyto_Urinary::Infectious::Bacterial::Actinomyces,Cyto_Urinary,2
Endo::Pituitary::Nonneoplastic::Hyperplasia::Pituitary_Hyperplasia,Endo,2
Endo::Syndromes::Thyroid::Familial_Thyroid_Carcinoma,Endo,2
Endo::Thyroid::Neoplastic::Epithelial::Malignant::Cribriform_Morular_Thyroid_Carcinoma,Endo,2
Endo::Thyroid::Neoplastic::Epithelial::Malignant::Secretory_Carcinoma,Endo,2
Eye_Orbit::Bone::Chondrogenic::Mesenchymal_Chondrosarcoma,Eye_Orbit,2
Eye_Orbit::Bone::Chondrogenic::Soft_Tissue_Chondroma,Eye_Orbit,2
Eye_Orbit::Bone::Osteogenic::Osteoblastoma,Eye_Orbit,2
