video_id,title,root,package_id,high_confidence_segment_count,all_gated_segment_count,topic_count,video_url,high_confidence_topic_tags
HN_Lecture_5_Odontogenic,HN Lecture 5 Odontogenic,HN,hn_lecture_5_odontogenic_v0_1,0,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_5_Odontogenic.mp4,
HN_Lecture_6_Oral,HN Lecture 6 Oral,HN,hn_lecture_6_oral_v0_1,2,7,3,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_6_Oral.mp4,HN::Oral_Cavity::Inflammatory::Lichen_Planus
HN_Lecture_7_HPV,HN Lecture 7 HPV,HN,hn_lecture_7_hpv_v0_1,0,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/HN_Lecture_7_HPV.mp4,
yt_pathcast_pathboards_high_yield_molecular_pathology_for_bo_8vtubijae2i,#PATHBOARDS High-Yield Molecular Pathology for Boards: Part 2 (Hematolymphoid Tumors) (pathCast),Heme,yt_pathcast_pathboards_high_yield_molecular_pathology_for_bo_8vtubijae2i_v0_1,2,8,7,https://www.youtube.com/watch?v=8VTUbIjAE2I,Heme::Acute_Myeloid_Leukemia::Genetic_Defined::AML_With_MECOM_Rearrangement | Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_SF3B1_Mutation
Heme_SH_Aggressive_B_Cell,Heme SH Aggressive B Cell,Heme,heme_sh_aggressive_b_cell_v0_1,2,16,4,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Aggressive_B_Cell.mp4,Heme::Mature_B_Cell::Large_B_Cell::DLBCL_High_Grade_With_MYC_And_BCL2_Rearrangements
Heme_SH_AML,Heme SH AML,Heme,heme_sh_aml_v0_1,0,5,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_AML.mp4,
Heme_SH_BM_Failure_Syndromes,Heme SH BM Failure Syndromes,Heme,heme_sh_bm_failure_syndromes_v0_1,2,9,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_BM_Failure_Syndromes.mp4,Heme::Genetics::Fanconi_Anemia
Heme_SH_BM_Systemic_Manifestations,Heme SH BM Systemic Manifestations,Heme,heme_sh_bm_systemic_manifestations_v0_1,0,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_BM_Systemic_Manifestations.mp4,
Heme_SH_Histiocytic,Heme SH Histiocytic,Heme,heme_sh_histiocytic_v0_1,8,16,7,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Histiocytic.mp4,Heme::Histiocytic_Dendritic_Cell::Macrophage::Erdheim_Chester_Disease | Heme::Histiocytic_Dendritic_Cell::Macrophage::Hemophagocytic_Lymphohistiocytosis_HLH | Heme::Histiocytic_Dendritic_Cell::Other_Dendritic::Interdigitating_Dendritic_Cell_Sarcoma | Heme::Histiocytic_Dendritic_Cell::Macrophage::Juvenile_Xanthogranuloma | Heme::Histiocytic_Dendritic_Cell::Macrophage::Rosai_Dorfman_Disease
Heme_SH_Hodgkin_NLP,Heme SH Hodgkin NLP,Heme,heme_sh_hodgkin_nlp_v0_1,8,11,1,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_NLP.mp4,Heme::Hodgkin_Lymphoma::Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma
Heme_SH_Hodgkin_Overview,Heme SH Hodgkin Overview,Heme,heme_sh_hodgkin_overview_v0_1,4,6,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_Overview.mp4,Heme::Mature_B_Cell::Large_B_Cell::Mediastinal_Grey_Zone_Lymphoma | Heme::Hodgkin_Lymphoma::Nodular_Lymphocyte_Predominant_Hodgkin_Lymphoma
Heme_SH_Hodgkin_T_NK_Cell_1,Heme SH Hodgkin T NK Cell 1,Heme,heme_sh_hodgkin_t_nk_cell_1_v0_1,2,8,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_T_NK_Cell_1.mp4,Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::ALK_Positive_Anaplastic_Large_Cell_Lymphoma | Heme::Mature_T_NK_Cell::Other::Peripheral_T_Cell_Lymphoma_NOS
Heme_SH_Hodgkin_T_NK_Cell_2,Heme SH Hodgkin T NK Cell 2,Heme,heme_sh_hodgkin_t_nk_cell_2_v0_1,2,8,5,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Hodgkin_T_NK_Cell_2.mp4,Heme::Mature_T_NK_Cell::Anaplastic_Large_Cell::Breast_Implant_Associated_Anaplastic_Large_Cell_Lymphoma | Heme::Mature_T_NK_Cell::EBV_Positive::Systemic_EBV_Positive_T_Cell_Lymphoma_Of_Childhood
Heme_SH_IA_LPD,Heme SH IA LPD,Heme,heme_sh_ia_lpd_v0_1,2,4,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_IA_LPD.mp4,Heme::Immune_Deficiency_Associated::EBV_Positive_Mucocutaneous_Ulcer | Heme::Immune_Deficiency_Associated::Polymorphic_Lymphoproliferative_Disorder
Heme_SH_IHC_for_LPD,Heme SH IHC for LPD,Heme,heme_sh_ihc_for_lpd_v0_1,1,3,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_IHC_for_LPD.mp4,Heme::Mature_B_Cell::Marginal_Zone::Extranodal_Marginal_Zone_Lymphoma_Of_MALT
Heme_SH_MDS_MPN_1,Heme SH MDS MPN 1,Heme,heme_sh_mds_mpn_1_v0_1,0,5,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_1.mp4,
Heme_SH_MDS_MPN_2,Heme SH MDS MPN 2,Heme,heme_sh_mds_mpn_2_v0_1,1,5,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_2.mp4,Heme::Myelodysplastic_Neoplasm::Genetic_Defined::MDS_With_Low_Blasts_And_5q_Deletion
Heme_SH_MDS_MPN_3,Heme SH MDS MPN 3,Heme,heme_sh_mds_mpn_3_v0_1,0,7,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_MDS_MPN_3.mp4,
Heme_SH_Plasma_Cell,Heme SH Plasma Cell,Heme,heme_sh_plasma_cell_v0_1,1,8,3,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Plasma_Cell.mp4,Heme::Plasma_Cell_Neoplasm::Deposition_Disease::Immunoglobulin_Related_Amyloidosis_AL
Heme_SH_PT_LPD,Heme SH PT LPD,Heme,heme_sh_pt_lpd_v0_1,9,16,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_PT_LPD.mp4,Heme::Immune_Deficiency_Associated::Polymorphic_Lymphoproliferative_Disorder | Heme::Immune_Deficiency_Associated::Post_Transplant_Lymphoproliferative_Disorder_PTLD
Heme_SH_Reactive_Lymphoid_Hyperplasia,Heme SH Reactive Lymphoid Hyperplasia,Heme,heme_sh_reactive_lymphoid_hyperplasia_v0_1,0,5,2,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Reactive_Lymphoid_Hyperplasia.mp4,
Heme_SH_Small_B_Cell_1_of_2,Heme SH Small B Cell 1 of 2,Heme,heme_sh_small_b_cell_1_of_2_v0_1,2,14,7,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Small_B_Cell_1_of_2.mp4,Heme::Mature_B_Cell::Follicular::Duodenal_Type_Follicular_Lymphoma | Heme::Mature_B_Cell::Large_B_Cell::Large_B_Cell_Lymphoma_With_IRF4_Rearrangement
Heme_SH_Small_B_Cell_2_of_2,Heme SH Small B Cell 2 of 2,Heme,heme_sh_small_b_cell_2_of_2_v0_1,2,11,6,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Small_B_Cell_2_of_2.mp4,Heme::Mature_B_Cell::Splenic::Hairy_Cell_Leukemia | Heme::Mature_B_Cell::Splenic::Splenic_Marginal_Zone_Lymphoma
Heme_SH_Spleen,Heme SH Spleen,Heme,heme_sh_spleen_v0_1,3,15,4,https://storage.googleapis.com/pathology-hub-0/source_videos/Heme_SH_Spleen.mp4,Heme::Mature_B_Cell::Splenic::Splenic_Diffuse_Red_Pulp_Small_B_Cell_Lymphoma
YT_Skin_B_Cell_Lymphoma_Cassarino,YT Skin B Cell Lymphoma Cassarino,Skin,yt_skin_b_cell_lymphoma_cassarino_v0_1,0,14,7,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_B_Cell_Lymphoma_Cassarino.mp4,
YT_Skin_Blistering_Fung,YT Skin Blistering Fung,Skin,yt_skin_blistering_fung_v0_1,7,16,13,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Blistering_Fung.mp4,Skin::Inflammatory::Blistering::Epidermolysis_Bullosa_Acquisita | Skin::Inflammatory::Blistering::Friction_Blister | Skin::Inflammatory::Blistering::Grover_Disease_Transient_Acantholytic | Skin::Inflammatory::Blistering::Linear_IgA_Bullous_Dermatosis | Skin::Inflammatory::Blistering::Paraneoplastic_Pemphigus | Skin::Inflammatory::Blistering::Pemphigoid_Gestationis | Skin::Inflammatory::Blistering::Pemphigus_Foliaceus
YT_Skin_Common_Disorders_Fung,YT Skin Common Disorders Fung,Skin,yt_skin_common_disorders_fung_v0_1,1,5,5,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Common_Disorders_Fung.mp4,Skin::Neoplastic::Epidermal::Malignant::Keratoacanthoma
YT_Skin_Granulomatous_Dermatitis_Fung,YT Skin Granulomatous Dermatitis Fung,Skin,yt_skin_granulomatous_dermatitis_fung_v0_1,11,17,9,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Granulomatous_Dermatitis_Fung.mp4,Skin::Inflammatory::Granulomatous::Actinic_Granuloma_Annular_Elastolytic | Skin::Inflammatory::Granulomatous::Granuloma_Annulare | Skin::Inflammatory::Granulomatous::Necrobiosis_Lipoidica | Skin::Inflammatory::Granulomatous::Necrobiotic_Xanthogranuloma | Skin::Inflammatory::Adnexal::Rosacea_Granulomatous | Skin::Inflammatory::Granulomatous::Sarcoidosis_Cutaneous
YT_Skin_IHC_Fung,YT Skin IHC Fung,Skin,yt_skin_ihc_fung_v0_1,0,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_IHC_Fung.mp4,
YT_Skin_Interface_Dermatitis_Fung,YT Skin Interface Dermatitis Fung,Skin,yt_skin_interface_dermatitis_fung_v0_1,6,15,8,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Interface_Dermatitis_Fung.mp4,Skin::Inflammatory::Interface::Interface_Dermatitis_Overview | Skin::Inflammatory::Interface::Lichen_Nitidus | Skin::Inflammatory::Interface::Lupus_Erythematosus_Subacute_Cutaneous_SCLE | Skin::Inflammatory::Interface::Pityriasis_Lichenoides_PLEVA_PLC | Skin::Inflammatory::Blistering::Stevens_Johnson_Syndrome_Toxic_Epidermal_Necrolysis
YT_Skin_Intro_Fung,YT Skin Intro Fung,Skin,yt_skin_intro_fung_v0_1,0,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Intro_Fung.mp4,
YT_Skin_Melanocytic_Fung,YT Skin Melanocytic Fung,Skin,yt_skin_melanocytic_fung_v0_1,6,12,9,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Melanocytic_Fung.mp4,Skin::Neoplastic::Melanocytic::Benign::Dysplastic_Nevus | Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Acral_Lentiginous | Skin::Neoplastic::Melanocytic::Malignant::Melanoma_Desmoplastic | Skin::Melanocytic::Spitz::Pigmented_Spindle_Cell_Nevus | Skin::Melanocytic::Simple_Lentigo_And_Lentiginous_Melanocytic_Nevus
YT_Skin_Melanoma_LeBoit,YT Skin Melanoma LeBoit,Skin,yt_skin_melanoma_leboit_v0_1,0,2,2,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Melanoma_LeBoit.mp4,
YT_Skin_Metabolic_and_Connective_Tissue_Junkins,YT Skin Metabolic and Connective Tissue Junkins,Skin,yt_skin_metabolic_and_connective_tissue_junkins_v0_1,0,10,9,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Metabolic_and_Connective_Tissue_Junkins.mp4,
YT_Skin_Papulosquamous_and_Spongiotic_Dermatitis_Ko,YT Skin Papulosquamous and Spongiotic Dermatitis Ko,Skin,yt_skin_papulosquamous_and_spongiotic_dermatitis_ko_v0_1,0,5,5,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Papulosquamous_and_Spongiotic_Dermatitis_Ko.mp4,
YT_Skin_Perforating_Fung,YT Skin Perforating Fung,Skin,yt_skin_perforating_fung_v0_1,1,6,3,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Perforating_Fung.mp4,Skin::Inflammatory::Degenerative::Chondrodermatitis_Nodularis_Helicis
YT_Skin_Perivascular_Dermatitis_Fung,YT Skin Perivascular Dermatitis Fung,Skin,yt_skin_perivascular_dermatitis_fung_v0_1,2,6,6,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Perivascular_Dermatitis_Fung.mp4,Skin::Inflammatory::Dermal_Sclerosing::Lichen_Sclerosus_et_Atrophicus | Skin::Inflammatory::Dermal_Sclerosing::Morphea_Localized_Scleroderma
YT_Skin_Psoriasiform_Dermatitis_Fung,YT Skin Psoriasiform Dermatitis Fung,Skin,yt_skin_psoriasiform_dermatitis_fung_v0_1,2,8,8,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Psoriasiform_Dermatitis_Fung.mp4,Skin::Congenital_Structural::Maturation_Keratinization::Granular_Parakeratosis | Skin::Inflammatory::Psoriasiform::Psoriasiform_Dermatitis_Overview
YT_Skin_Soft_Tissue_Fung,YT Skin Soft Tissue Fung,Skin,yt_skin_soft_tissue_fung_v0_1,2,7,6,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Soft_Tissue_Fung.mp4,Skin::Neoplastic::Soft_Tissue::Muscular::Cutaneous_Leiomyoma_Pilar | Skin::Neoplastic::Soft_Tissue::Neural::Palisaded_Encapsulated_Neuroma
YT_Skin_Spongiotic_Dermatitis_Fung,YT Skin Spongiotic Dermatitis Fung,Skin,yt_skin_spongiotic_dermatitis_fung_v0_1,7,13,10,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Spongiotic_Dermatitis_Fung.mp4,Skin::Inflammatory::Spongiotic::Chronic_Spongiotic_Dermatitis_Lichen_Simplex | Skin::Inflammatory::Drug_Eruption::Drug_Reaction_With_Eosinophilia_And_Systemic_Symptoms_DRESS | Skin::Inflammatory::Spongiotic::Dyshidrotic_Eczema_Pompholyx | Skin::Inflammatory::Spongiotic::Eosinophilic_Spongiosis | Skin::Inflammatory::Spongiotic::Nummular_Dermatitis | Skin::Inflammatory::Spongiotic::Stasis_Dermatitis
YT_Skin_T_Cell_Lymphoma_Cassarino,YT Skin T Cell Lymphoma Cassarino,Skin,yt_skin_t_cell_lymphoma_cassarino_v0_1,1,12,6,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_T_Cell_Lymphoma_Cassarino.mp4,Skin::Neoplastic::Hematolymphoid::Granulomatous_Slack_Skin
YT_Skin_Vacuolar_and_Lichenoid_Interface_Dermatitis_Junkins,YT Skin Vacuolar and Lichenoid Interface Dermatitis Junkins,Skin,yt_skin_vacuolar_and_lichenoid_interface_dermatitis_junkins_v0_1,0,7,5,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vacuolar_and_Lichenoid_Interface_Dermatitis_Junkins.mp4,
YT_Skin_Vascular_Fung,YT Skin Vascular Fung,Skin,yt_skin_vascular_fung_v0_1,12,20,14,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vascular_Fung.mp4,Skin::Depositional_Metabolic::Embolic::Cholesterol_Emboli | Skin::Inflammatory::Vasculitis::Churg_Strauss_Syndrome_EGPA | Skin::Inflammatory::Panniculitis::Erythema_Induratum_Nodular_Vasculitis | Skin::Inflammatory::Vasculitis::Giant_Cell_Arteritis_Temporal | Skin::Inflammatory::Granulomatous::Granuloma_Faciale | Skin::Inflammatory::Vasculitis::Leukocytoclastic_Vasculitis_LCV | Skin::Inflammatory::Vasculitis::Polyarteritis_Nodosa | Skin::Inflammatory::Neutrophilic::Pyoderma_Gangrenosum | Skin::Inflammatory::Neutrophilic::Sweet_Syndrome
YT_Skin_Vasculitis_Johnson,YT Skin Vasculitis Johnson,Skin,yt_skin_vasculitis_johnson_v0_1,1,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_Vasculitis_Johnson.mp4,Skin::Inflammatory::Vasculitis::Leukocytoclastic_Vasculitis_LCV
YT_Skin_WHO_Classification_Scoyler,YT Skin WHO Classification Scoyler,Skin,yt_skin_who_classification_scoyler_v0_1,0,1,1,https://storage.googleapis.com/pathology-hub-0/source_videos/YT_Skin_WHO_Classification_Scoyler.mp4,
Thoracic_Lecture_1_Lung_Non_Neoplastic1,Thoracic Lecture 1 Lung Non Neoplastic1,Thorax_Mediastinum,thoracic_lecture_1_lung_non_neoplastic1_v0_1,4,14,6,https://storage.googleapis.com/pathology-hub-0/source_videos/Thoracic_Lecture_1_Lung_Non_Neoplastic1.mp4,Thorax_Mediastinum::Lung::Inflammatory::Airspace::Diffuse_Alveolar_Damage | Thorax_Mediastinum::Lung::Inflammatory::Vasculitis::Granulomatosis_with_Polyangiitis_GPA | Thorax_Mediastinum::Lung::Inflammatory::Granulomatous::Sarcoidosis
