slug,title,video_length,has_mp4,has_pdf,has_vtt,education_url,video_mp4_primary,slides_pdf_primary,vtt_primary,series_hint,pathology_relevant,heme_relevant
evason-gallbladder01-pcap25,Common Cholecystectomy Quandaries,28 min 11 sec,True,True,True,https://arup.utah.edu/education/evason-gallbladder01-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/evason-gallbladder01-pcap25_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/evason-gallbladder01-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/evason-gallbladder01-pcap25_01%20Evason_Common%20Cholecystectomy%20Quandaries_1.vtt,pcap25,False,False
fisher-thinksolve-2021,Creative Thinking and Problem Solving,45 min 10 sec,True,True,True,https://arup.utah.edu/education/fisher-thinksolve-2021,https://arup.utah.edu/sites/default/files/Edu_Media/videos/fisher-thinkSolve-2021_Fairview_Webinar_ARUP_Copy_V1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/fisher-thinkSolve-2021_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/fisher-thinkSolve-2021_fisher-thinkSolve-2021.vtt,,False,False
fletcher-casemgt-2021,Demonstrating the Value of Clinical Laboratory Medicine: Partnership With Case Management,53 min 58 sec,True,True,True,https://arup.utah.edu/education/fletcher-casemgt-2021,https://arup.utah.edu/sites/default/files/Edu_Media/videos/fletcher-caseMgt-2021_Fletcher_Demonstrating_Value_Lab_V1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/fletcher-caseMgt-2021_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/fletcher-caseMgt-2021_fletcher-caseMgt-2021.vtt,,False,False
fletcher-labsteward-2018,Laboratory Stewardship: Taking the First Steps to Downstream Savings,56 min 19 sec,True,True,True,https://arup.utah.edu/education/fletcher-labsteward-2018,https://arup.utah.edu/sites/default/files/Edu_Media/videos/fletcher-labSteward-2018_fletcher_stewardship_2018v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/fletcher-labSteward-2018_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/fletcher-labSteward-2018_fletcher-labSteward-2018.vtt,,True,False
florell-skin-pcap25,The Industrialized Diet and Its Relationship to Skin Disease,54 min 56 sec,True,True,True,https://arup.utah.edu/education/florell-skin-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/florell-skin-pcap25_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/florell-skin-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/florell-skin-pcap25_SRT%2010%20Florell_Industrialized%20Diet%20and%20its%20Relationship%20to%20Skin%20Disease_1.vtt,pcap25,True,False
fontenot-employeementoring-2017,Employee Mentoring: Fostering a Culture of Contribution,43 min 12 sec,True,True,True,https://arup.utah.edu/education/fontenot-employeementoring-2017,https://arup.utah.edu/sites/default/files/Edu_Media/videos/fontenot-employeeMentoring-2017_Fairview_JoDMentoringWebinar06-05-17_V2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/fontenot-employeeMentoring-2017_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/fontenot-employeeMentoring-2017_fontenot-employeeMentoring-2017.vtt,,False,False
foodallergies-2026,Role of Component-Resolved Testing in Food Allergies: From Peanuts to Red Meat Allergies,1 hr 20 min 49 sec,True,True,True,https://arup.utah.edu/education/foodallergies-2026,https://arup.utah.edu/sites/default/files/Edu_Media/videos/foodallergies-2026_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/lecture-slides_1.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/foodallergies-2026_cc_0.vtt,gi,True,False
francis-concentrate-2024,Concentrate on Three Critical Areas When Selling Your Laboratory’s Services,40 min 32 sec,True,True,True,https://arup.utah.edu/education/francis-concentrate-2024,https://arup.utah.edu/sites/default/files/Edu_Media/videos/francis-concentrate-2024_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/francis-concentrate-2024_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/francis-concentrate-2024_SRT%20Francis_Concentrate%20on%20Four%20Critical%20Areas%20When%20Selling%20Your%20Laboratory%27s%20Services%20V1.vtt,,False,False
francis-labsalesprimer-2023,A Primer for Laboratory Sales Managers,53 min 55 sec,True,True,True,https://arup.utah.edu/education/francis-labsalesprimer-2023,https://arup.utah.edu/sites/default/files/Edu_Media/videos/francis-labsalesprimer-2023_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/francis-labsalesprimer-2023_GettingtoKnowSomeone03-05-24.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/francis-labsalesprimer-2023_francis-labsalesprimer-2023.vtt,,False,False
francis-sellinglab-2020,Selling Lab Services: Experiences and Nuggets of Wisdom,42 min 32 sec,False,True,False,https://arup.utah.edu/education/francis-sellinglab-2020,,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/francis-sellingLab-2020_GettingtoKnowSomeone03-05-24.pdf,,,False,False
genedata-2020,Genetic Data Sharing and Reanalysis of Genomic Test Results: Challenges and Benefits to Implementation,51 min 57 sec,True,True,True,https://arup.utah.edu/education/genedata-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/geneData-2020_GeneticDataSharing_V4.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/geneData-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/geneData-2020_geneData-2020.vtt,,False,False
genzen-labmustgoon-2021,The Lab Must Go On,1 hr 0 min 11 sec,True,True,True,https://arup.utah.edu/education/genzen-labmustgoon-2021,https://arup.utah.edu/sites/default/files/Edu_Media/videos/genzen-labMustGoOn-2021_Genzen_Lab_Must_Go_On_V3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/genzen-labMustGoOn-2021_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/genzen-labMustGoOn-2021_genzen-labMustGoOn-2021.vtt,,False,False
george-dxmasto_all_imm-2025,Diagnosing Systemic Mastocytosis: For Allergists/Immunologists,29 min 50 sec,True,True,True,https://arup.utah.edu/education/george-dxmasto_all_imm-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/george-dxmasto_all_imm-2025_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/george-dxmasto_all_imm-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/george-dxmasto_all_imm-2025_Subtitles%20Tracy%20George%20MCD%20For%20Immunologists%20V1.vtt,,True,True
george-dxmasto_heme_path-2025,Diagnosing Systemic Mastocytosis: For Hematologists and Pathologists,36 min 57 sec,True,True,True,https://arup.utah.edu/education/george-dxmasto_heme_path-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/george-dxmasto_heme_path-2025_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/george-dxmasto_heme_path-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/george-dxmasto_heme_path-2025_Subtitles%20Tracy%20George%20MCD%20For%20Hematologists%20V1.vtt,heme,True,True
george-microscopycsf-2019,Microscopy of CSF and Body Fluids,45 min 23 sec,True,True,True,https://arup.utah.edu/education/george-microscopycsf-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/george-microscopyCSF-2019_george_webinar_2019_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/george-microscopyCSF-2019_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/george-microscopyCSF-2019_george-microscopyCSF-2019.vtt,,False,False
goodnough-ptblood-2024,What Is Patient Blood Management and Where Do We Go From Here?,56 min 42 sec,True,True,True,https://arup.utah.edu/education/goodnough-ptblood-2024,https://arup.utah.edu/sites/default/files/Edu_Media/videos/goodnough-ptblood-2024_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/goodnough-ptblood-2024_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/goodnough-ptblood-2024_SRT_Department%20of%20Pathology%20Grand%20Rounds%2011-16-23%20MD%20Goodnough_V2.vtt,,False,False
gulbahce-breast-pcap24,Immunohistochemistry in Breast Disease: Uses and Pitfalls,49 min 50 sec,True,True,True,https://arup.utah.edu/education/gulbahce-breast-pcap24,https://arup.utah.edu/sites/default/files/Edu_Media/videos/gulbahce-breast-pcap24_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/gulbahce-breast-pcap24_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/gulbahce-breast-pcap24_Subtitles%206%20-%20Gulbahce_Breast_Disease_V1_1.vtt,pcap24,True,False
hale-liver-pcap25,"Beyond A, B, and C: Emerging and Reemerging Infections in the Liver",56 min 0 sec,True,True,True,https://arup.utah.edu/education/hale-liver-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/hale-liver-pcap25_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/hale-liver-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/hale-liver-pcap25_Subtitles%20-%2002%20Hale_Beyond%20A%2C%20B%2C%20and%20C%20Emerging%20Reemerging%20Infections%20in%20the%20Liver_1.vtt,pcap25,True,False
hanson-antiviralresist-2025,Antiviral Resistance Detection in Herpes Viruses,35 min 20 sec,True,True,True,https://arup.utah.edu/education/hanson-antiviralresist-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/hanson-antiviralresist-2025_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/hanson-antiviralresist-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/hanson-antiviralresist-2025_Subtitles%20-%20Hanson_Antiviral%20Resistance%20MP4%202025-01-22.vtt,,False,False
jackson-bigdataai-2019,Ethical Challenges From Medical Big Data and AI,35 min 38 sec,True,True,True,https://arup.utah.edu/education/jackson-bigdataai-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-bigDataAI-2019_Ethical_Challenges_in_AI_V2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-bigDataAI-2019_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-bigDataAI-2019_jackson-bigDataAI-2019.vtt,,False,False
jackson-ethicalorg-2025,The Ethical Behavior of Healthcare Organizations,52 min 16 sec,True,True,True,https://arup.utah.edu/education/jackson-ethicalorg-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-ethicalorg-2025_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-ethicalorg-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-ethicalorg-2025_Subtitles%20-%20Jackson_Ethical%20Behavior%20of%20Healthcare%20Organizations.vtt,,False,False
jackson-ethics-2018,"Ethics, Stewardship, and Laboratory Tests with Unproven Clinical Benefit",55 min 58 sec,True,True,True,https://arup.utah.edu/education/jackson-ethics-2018,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-ethics-2018_jackson_ethics_2018_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-ethics-2018_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-ethics-2018_jackson-ethics-2018.vtt,,False,False
jackson-hippocap-2020,Hippocratic Capitalism: An Ethical Marriage of Health and Tech,30 min 57 sec,True,True,True,https://arup.utah.edu/education/jackson-hippocap-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-hippoCap-2020_Hippocratic_Capitalism_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-hippoCap-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-hippoCap-2020_cc_0.vtt,,False,False
jackson-inconceivable-2024,You Keep Using the Word “Diagnosis.” I Do Not Think It Means What You Think It Means.,46 min 39 sec,True,True,True,https://arup.utah.edu/education/jackson-inconceivable-2024,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-inconceivable-2024_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-inconceivable-2024_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-inconceivable-2024_SRT%20Jackson-You%20Keep%20Using%20the%20Word%20Diagnosis%202024-09-16%20V3%20EDU.vtt,,False,False
jackson-serology-2024,Serology Testing in Multiple Myeloma,57 min 34 sec,True,True,True,https://arup.utah.edu/education/jackson-serology-2024,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-serology-2024_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-serology-2024_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-serology-2024_Subtitles_Jackson_Serology%27s%20Role%20in%20Diagnosing%20Myeloma_V1.vtt,,False,False
jackson-smartdecisions-2019,How to Make Smart Insourcing and Outsourcing Decisions for Hospital Laboratory Services,49 min 43 sec,True,True,True,https://arup.utah.edu/education/jackson-smartdecisions-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-smartDecisions-2019_jackson_insource_outsource_2019_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-smartDecisions-2019_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-smartDecisions-2019_jackson-smartDecisions-2019.vtt,,False,False
jackson-toughlove-2019,Tough Love: Managing Your Lab Customers to Improve Relationships and Outcomes,24 min 12 sec,True,True,True,https://arup.utah.edu/education/jackson-toughlove-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jackson-toughLove-2019_Jackson_ToughLove_v4.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jackson-toughLove-2019_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jackson-toughLove-2019_jackson-toughLove-2019.vtt,,True,False
jacobsen-tcell-pcap25,T-Cell Lymphoproliferative Disorders of the GI Tract,46 min 30 sec,True,True,True,https://arup.utah.edu/education/jacobsen-tcell-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jacobsen-tcell-pcap25_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jacobsen-tcell-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jacobsen-tcell-pcap25_20%20Jacobsen_T-Cell%20Lymphoproliferative%20Disorders%20of%20the%20GI%20Tract_1.vtt,pcap25,True,False
jarboe-gynfrozen-pcap24,Approach to Common Gynecologic Frozen Sections,58 min 7 sec,True,True,True,https://arup.utah.edu/education/jarboe-gynfrozen-pcap24,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jarboe-gynfrozen-pcap24_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jarboe-gynfrozen-pcap24_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jarboe-gynfrozen-pcap24_9%20-%20Jarboe_Gynecologic_Frozen_Sections_V1_1_SRT.vtt,pcap24,True,False
jedrzkiewicz-squamous-pcap24,Diagnostic and Differential Considerations in Squamous Breast Lesions,50 min 54 sec,True,True,True,https://arup.utah.edu/education/jedrzkiewicz-squamous-pcap24,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jedrzkiewicz-squamous-pcap24_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jedrzkiewicz-squamous-pcap24_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jedrzkiewicz-squamous-pcap24_Subtitles%2019%20-%20Jedrzkiewicz_Squamous_Breast_Lesions_V1_1.vtt,pcap24,True,False
jelitto-9waste-2022,Nine Wastes of Lean: DOWNTIMES,48 min 8 sec,True,True,True,https://arup.utah.edu/education/jelitto-9waste-2022,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jelitto-9waste-2022_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jelitto-9waste-2022_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jelitto-9waste-2022_jelitto-9waste-2022.vtt,,False,False
jeoparody-2020,Lab Stewardship JeoPARODY,47 min 36 sec,True,True,True,https://arup.utah.edu/education/jeoparody-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/jeoPARODY-2020_Jeoparody_V6.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/jeoPARODY-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/jeoPARODY-2020_jeoPARODY-2020.vtt,,False,False
ji-dpyd-2025,Pretreatment DPYD/DPD Testing: Clinical Updates and Considerations,1 hr 10 min 22 sec,True,True,True,https://arup.utah.edu/education/ji-dpyd-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/ji-dpyd-2025_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/ji-dpyd-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/ji-dpyd-2025_Subtitles%20Ji_Pretreatment%20DPYD%20DPD%20Testing.vtt,,False,False
ji-pharmtest-2024,"Current Clinical Pharmacogenomic Testing: How Do Clinical Laboratories Stay on Top of Changes to Technologies, Professional Guidelines, and Regulations?",38 min 48 sec,True,True,True,https://arup.utah.edu/education/ji-pharmtest-2024,https://arup.utah.edu/sites/default/files/Edu_Media/videos/ji-pharmtest-2024_v10.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/ji-pharmtest-2024_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/ji-pharmtest-2024_EDU%20Version_V2.vtt,,True,False
kauffman-labpharm-2019,Lab & Pharmacy: Turning Daily Interaction into a Partnership,41 min 9 sec,True,True,True,https://arup.utah.edu/education/kauffman-labpharm-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kauffman-labPharm-2019_Kauffman_Lab%20Pharm%20Partnership_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kauffman-labPharm-2019_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kauffman-labPharm-2019_kauffman-labPharm-2019.vtt,,False,False
khalili-moledx-pcap22,Introduction to Molecular Diagnostics,49 min 4 sec,True,True,True,https://arup.utah.edu/education/khalili-moledx-pcap22,https://arup.utah.edu/sites/default/files/Edu_Media/videos/khalili-moleDx-pcap22_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/khalili-moleDx-pcap22_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/khalili-moleDx-pcap22_khalili-moleDx-pcap22.vtt,pcap22,True,True
kidd-emerging-2025,Emerging Dermatophytes,32 min 33 sec,True,True,True,https://arup.utah.edu/education/kidd-emerging-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kidd-emerging-2025_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kidd-emerging-2025_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kidd-emerging-2025_Subtitles%20Kidd_Emerging%20Dermatophytes%202025-03-12.vtt,gi,True,False
kikuchi-poordiff-pcap25,"Primary Liver Carcinomas: Challenges, Tools, and Diagnostic Considerations",52 min 38 sec,True,True,True,https://arup.utah.edu/education/kikuchi-poordiff-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kikuchi-poordiff-pcap25_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kikuchi-poordiff-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kikuchi-poordiff-pcap25_06%20Kikuchi_Primary%20Liver%20Carcinomas%20Challenges%20Tools%20Diagnostic%20Considerations_1_lowbitrate.vtt,pcap25,True,False
knudsen-gi-pcap25,"The Rise, Hype, and Reality of AI in Diagnostic Pathology",27 min 47 sec,True,True,True,https://arup.utah.edu/education/knudsen-gi-pcap25,https://arup.utah.edu/sites/default/files/Edu_Media/videos/knudsen-gi-pcap25_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/knudsen-gi-pcap25_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/knudsen-gi-pcap25_SRT%2011%20Knudsen_The%20Rise%20Hype%20and%20Reality%20of%20AI%20in%20Diagnostic%20Pathology_V2.vtt,pcap25,True,False
kroner-adrenalvenous-2020,Adrenal Venous Sampling,26 min 4 sec,True,True,True,https://arup.utah.edu/education/kroner-adrenalvenous-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kroner-adrenalVenous-2020_Kroner-AdrenalVenousSampling_V2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kroner-adrenalVenous-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kroner-adrenalVenous-2020_kroner-adrenalVenous-2020.vtt,,True,False
kroner-endocrinereg-2020,Endocrine Regulation of Blood Pressure,50 min 25 sec,True,True,True,https://arup.utah.edu/education/kroner-endocrinereg-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kroner-endocrineReg-2020_EndocrineBloodPressure_V3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kroner-endocrineReg-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kroner-endocrineReg-2020_kroner-endocrineReg-2020.vtt,,False,False
kulakowski-behaviorbasedsafety-2017,Behavior-Based Safety Programs,45 min 57 sec,True,True,True,https://arup.utah.edu/education/kulakowski-behaviorbasedsafety-2017,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kulakowski-behaviorBasedSafety-2017_kulakowski_safety_jan18.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kulakowski-behaviorBasedSafety-2017_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kulakowski-behaviorBasedSafety-2017_kulakowski-behaviorBasedSafety-2017.vtt,,False,False
kulakowski-labergo-2018,Laboratory Ergonomics Programs,54 min 45 sec,True,True,True,https://arup.utah.edu/education/kulakowski-labergo-2018,https://arup.utah.edu/sites/default/files/Edu_Media/videos/kulakowski-labErgo-2018_kulakowski_ergonomics_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/kulakowski-labErgo-2018_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/kulakowski-labErgo-2018_kulakowski-labErgo-2018.vtt,,False,False
labacqcasestudies-2019,Case Studies in Lab Acquisitions—The Impact on Clinical and Lab Operations,52 min 19 sec,True,False,True,https://arup.utah.edu/education/labacqcasestudies-2019,https://arup.utah.edu/sites/default/files/Edu_Media/videos/labAcqCaseStudies-2019_bradley_serota_acquisition_v3.mp4,,https://arup.utah.edu/sites/default/files/Edu_Media/cc/labAcqCaseStudies-2019_labAcqCaseStudies-2019.vtt,,False,False
labcompliance-2022,Laboratory Compliance: AKS and EKRA,1 hr 2 min 55 sec,True,True,True,https://arup.utah.edu/education/labcompliance-2022,https://arup.utah.edu/sites/default/files/Edu_Media/videos/labcompliance-2022_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/labcompliance-2022_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/labcompliance-2022_labcompliance-2022.vtt,,False,False
labformularies,"Laboratory Formularies: Improving Care, Reducing Costs",34 min 44 sec,True,True,True,https://arup.utah.edu/education/labformularies,https://arup.utah.edu/sites/default/files/Edu_Media/videos/labFormularies_Slashing04-17-15Jackson2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/labFormularies_Premier%20Formularies.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/labFormularies_labFormularies.vtt,,False,False
labstewardordersets-2020,Laboratory Stewardship and Order Set Optimization,52 min 23 sec,True,True,True,https://arup.utah.edu/education/labstewardordersets-2020,https://arup.utah.edu/sites/default/files/Edu_Media/videos/labStewardOrderSets-2020_Fletcher_Tincher_LabV4.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/labStewardOrderSets-2020_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/labStewardOrderSets-2020_labStewardOrderSets-2020.vtt,,False,False
lewisbb,The Lewis System,32 min 40 sec,True,True,True,https://arup.utah.edu/education/lewisbb,https://arup.utah.edu/sites/default/files/Edu_Media/videos/lewisBB_LewisSystem2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/lewisBB_The%20Lewis%20System%20ARUP.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/lewisBB_lewisBB.vtt,,False,False
liu-3dpath-2025,Nondestructive 3D Pathology and Analysis: A New Perspective on Cancer,1 hr 2 min 27 sec,True,False,True,https://arup.utah.edu/education/liu-3dpath-2025,https://arup.utah.edu/sites/default/files/Edu_Media/videos/liu-3dpath-2025_v1.mp4,,https://arup.utah.edu/sites/default/files/Edu_Media/cc/liu-3dpath-2025_SRT%20Subtitles%20Jonathan%20TC%20Liu_Nondestructive%203D%20pathology%20and%20analysis%20a%20new%20perspective%20on%20cancer.vtt,,True,False
lrbeyondpatients,Laboratory Results - Beyond Patient Testing,50 min 37 sec,True,True,True,https://arup.utah.edu/education/lrbeyondpatients,https://arup.utah.edu/sites/default/files/Edu_Media/videos/LRbeyondPatients_LabResults2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/LRbeyondPatients_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/LRbeyondPatients_LRbeyondPatients.vtt,,False,False
lyle-pnh-2023,"Paroxysmal Nocturnal Hemoglobinuria: Clinicopathologic Features, Treatment, and Outcomes",47 min 21 sec,True,True,True,https://arup.utah.edu/education/lyle-pnh-2023,https://arup.utah.edu/sites/default/files/Edu_Media/videos/lyle-pnh-2023_v2.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/lyle-pnh-2023_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/lyle-pnh-2023_Paroxysmal%20Nocturnal%20Hemoglobinuria.Clinicopathologic%20Features%2C%20Treatment%2C%20and%20Outcomes%20by%20Adam%20Lyle%20DO.vtt,,True,False
lyle-thyroid-2023,Laboratory Diagnosis and Surveillance of Thyroid Cancer,51 min 8 sec,True,True,True,https://arup.utah.edu/education/lyle-thyroid-2023,https://arup.utah.edu/sites/default/files/Edu_Media/videos/lyle-thyroid-2023_v3.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/lyle-thyroid-2023_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/lyle-thyroid-2023_12-21-22%20Resident%20Presentation_Adam%20Lyle_V3.vtt,,False,False
mahlow-spindled-pcap24,"Spindled, Infectious, and Unusual Findings in the Breast: A Case-Based Review",49 min 22 sec,True,True,True,https://arup.utah.edu/education/mahlow-spindled-pcap24,https://arup.utah.edu/sites/default/files/Edu_Media/videos/mahlow-spindled-pcap24_v1.mp4,https://arup.utah.edu/sites/default/files/Edu_Media/pdfs/mahlow-spindled-pcap24_lecture-slides.pdf,https://arup.utah.edu/sites/default/files/Edu_Media/cc/mahlow-spindled-pcap24_15%20-%20Mahlow_Spindled_Infectious_Findings_V1_1.vtt,pcap24,True,False
