canonical_tag,display_label,root_id,root_label,subcategory_label,provenance,study_query,dedupe_key,merged_alias_count,merged_alias_tags
HN::Heme::Reactive::EBV_Positive_Mucocutaneous_Ulcer,EBV_Positive_Mucocutaneous_Ulcer,hn,HN,Heme,abpath,EBV Positive Mucocutaneous Ulcer,hn::ebv_positive_mucocutaneous_ulcer,1,HN::HEME::Reactive_Lesion::EBV_positive_Mucocutaneous_Ulcer
HN::Heme::Reactive::IgG4_Related_Disease,IgG4_Related_Disease,hn,HN,Heme,abpath,IgG4 Related Disease,hn::igg4_related_disease,0,
HN::Heme::Reactive::Reactive_Lymphoid_Hyperplasia,Reactive_Lymphoid_Hyperplasia,hn,HN,Heme,abpath,Reactive Lymphoid Hyperplasia,hn::reactive_lymphoid_hyperplasia,1,HN::HEME::Reactive_Lesion::Reactive_Lymphoid_Hyperplasia
HN::Heme::T_NK_Cell::Extranodal_NK_T_Cell_Lymphoma,Extranodal_NK_T_Cell_Lymphoma,hn,HN,Heme,abpath,Extranodal NK T Cell Lymphoma,hn::extranodal_nk_t_cell_lymphoma,1,HN::HEME::T_NK_Cell_Tumor::Extranodal_NK_T_cell_Lymphoma
HN::Heme::T_NK_Cell::Primary_Mucosal_CD30_Positive_T_Cell_Lymphoproliferative_Disorder,Primary_Mucosal_CD30_Positive_T_Cell_Lymphoproliferative_Disorder,hn,HN,Heme,abpath,Primary Mucosal CD30 Positive T Cell Lymphoproliferative Disorder,hn::primary_mucosal_cd30_positive_t_cell_lymphoproliferative_disorder,1,HN::HEME::T_NK_Cell_Tumor::Primary_Mucosal_CD30_positive_T_cell_Lymphoproliferative_Disorder
HN::Heme::T_NK_Cell::T_Lymphoblastic_Leukemia_Lymphoma,T_Lymphoblastic_Leukemia_Lymphoma,hn,HN,Heme,abpath,T Lymphoblastic Leukemia Lymphoma,hn::t_lymphoblastic_leukemia_lymphoma,1,HN::HEME::T_NK_Cell_Tumor::T_lymphoblastic_Leukemia_lymphoma
HN::Jaw_Cyst::Gingival_Cysts,Gingival_Cysts,hn,HN,Jaw_Cyst,who,Gingival Cysts,hn::gingival_cysts,0,
HN::Jaw_Cyst::Inflammatory_Collateral_Cysts,Inflammatory_Collateral_Cysts,hn,HN,Jaw_Cyst,who,Inflammatory Collateral Cysts,hn::inflammatory_collateral_cysts,0,
HN::Jaw_Cyst::Lateral_Periodontal_Cyst_and_Botryoid_Odontogenic_Cyst,Lateral_Periodontal_Cyst_and_Botryoid_Odontogenic_Cyst,hn,HN,Jaw_Cyst,who,Lateral Periodontal Cyst and Botryoid Odontogenic Cyst,hn::lateral_periodontal_cyst_and_botryoid_odontogenic_cyst,0,
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Adenosquamous_Carcinoma,Adenosquamous_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Adenosquamous Carcinoma,hn::adenosquamous_carcinoma,1,HN::Larynx_Pharynx::Adenosquamous_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Basaloid_Squamous_Cell_Carcinoma,Basaloid_Squamous_Cell_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Basaloid Squamous Cell Carcinoma,hn::basaloid_squamous_cell_carcinoma,1,HN::Larynx_Pharynx::Basaloid_Squamous_Cell_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Conventional_Squamous_Cell_Carcinoma,Conventional_Squamous_Cell_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Conventional Squamous Cell Carcinoma,hn::conventional_squamous_cell_carcinoma,0,
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Lymphoepithelial_Carcinoma,Lymphoepithelial_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Lymphoepithelial Carcinoma,hn::lymphoepithelial_carcinoma,2,HN::Salivary::Lymphoepithelial_Carcinoma|HN::Salivary_Gland::Malignant_Tumor::Lymphoepithelial_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Neuroendocrine_Carcinoma,Neuroendocrine_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Neuroendocrine Carcinoma,hn::neuroendocrine_carcinoma,0,
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Papillary_Squamous_Cell_Carcinoma,Papillary_Squamous_Cell_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Papillary Squamous Cell Carcinoma,hn::papillary_squamous_cell_carcinoma,1,HN::Larynx_Pharynx::Papillary_Squamous_Cell_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Spindle_Cell_Squamous_Cell_Carcinoma,Spindle_Cell_Squamous_Cell_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Spindle Cell Squamous Cell Carcinoma,hn::spindle_cell_squamous_cell_carcinoma,1,HN::Larynx_Pharynx::Spindle_Cell_Squamous_Cell_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Carcinoma::Verrucous_Carcinoma,Verrucous_Carcinoma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Verrucous Carcinoma,hn::verrucous_carcinoma,1,HN::Oral_Cavity::Carcinoma::Verrucous_Carcinoma
HN::Larynx_Hypopharynx_Trachea::Inflammatory::Contact_Ulcer,Contact_Ulcer,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Contact Ulcer,hn::contact_ulcer,0,
HN::Larynx_Hypopharynx_Trachea::Inflammatory::Vocal_Cord_Cyst,Vocal_Cord_Cyst,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Vocal Cord Cyst,hn::vocal_cord_cyst,0,
HN::Larynx_Hypopharynx_Trachea::Inflammatory::Vocal_Cord_Nodule,Vocal_Cord_Nodule,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Vocal Cord Nodule,hn::vocal_cord_nodule,0,
HN::Larynx_Hypopharynx_Trachea::Inflammatory::Vocal_Cord_Polyp,Vocal_Cord_Polyp,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Vocal Cord Polyp,hn::vocal_cord_polyp,0,
HN::Larynx_Hypopharynx_Trachea::Mesenchymal::Laryngeal_Cartilaginous_Tumor,Laryngeal_Cartilaginous_Tumor,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Laryngeal Cartilaginous Tumor,hn::laryngeal_cartilaginous_tumor,0,
HN::Larynx_Hypopharynx_Trachea::Precursor::Epithelial_Dysplasia,Epithelial_Dysplasia,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Epithelial Dysplasia,hn::epithelial_dysplasia,0,
HN::Larynx_Hypopharynx_Trachea::Precursor::Squamous_Papilloma,Squamous_Papilloma,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Squamous Papilloma,hn::squamous_papilloma,2,HN::Oral::Squamous_Papilloma|HN::Oral_Cavity::Precursor::Squamous_Papilloma
HN::Larynx_Hypopharynx_Trachea::Precursor::Squamous_Papillomatosis,Squamous_Papillomatosis,hn,HN,Larynx_Hypopharynx_Trachea,abpath,Squamous Papillomatosis,hn::squamous_papillomatosis,0,
HN::Larynx_Pharynx::Lymphoepithelial_Carcinoma_of_the_Larynx,Lymphoepithelial_Carcinoma_of_the_Larynx,hn,HN,Larynx_Pharynx,who,Lymphoepithelial Carcinoma of the Larynx,hn::lymphoepithelial_carcinoma_of_the_larynx,0,
HN::Larynx_Pharynx::Verrucous_Carcinoma_of_the_Hypopharynx_Larynx_Trachea_and_Parapharyngeal_Space,Verrucous_Carcinoma_of_the_Hypopharynx_Larynx_Trachea_and_Parapharyngeal_Space,hn,HN,Larynx_Pharynx,who,Verrucous Carcinoma of the Hypopharynx Larynx Trachea and Parapharyngeal Space,hn::verrucous_carcinoma_of_the_hypopharynx_larynx_trachea_and_parapharyngeal_space,0,
HN::Melanocytic::Mucosal_Melanoma,Mucosal_Melanoma,hn,HN,Melanocytic,abpath,Mucosal Melanoma,hn::mucosal_melanoma,0,
HN::Metastasis::Metastatic_Tumor,Metastatic_Tumor,hn,HN,Metastasis,abpath,Metastatic Tumor,hn::metastatic_tumor,0,
HN::Nasopharynx::Carcinoma::Low_Grade_Nasopharyngeal_Papillary_Adenocarcinoma,Low_Grade_Nasopharyngeal_Papillary_Adenocarcinoma,hn,HN,Nasopharynx,both,Low Grade Nasopharyngeal Papillary Adenocarcinoma,hn::low_grade_nasopharyngeal_papillary_adenocarcinoma,0,
HN::Nasopharynx::Carcinoma::Nasopharyngeal_Carcinoma,Nasopharyngeal_Carcinoma,hn,HN,Nasopharynx,abpath,Nasopharyngeal Carcinoma,hn::nasopharyngeal_carcinoma,0,
HN::Nasopharynx::Hamartoma::Hairy_Polyp,Hairy_Polyp,hn,HN,Nasopharynx,both,Hairy Polyp,hn::hairy_polyp,0,
HN::Nasopharynx::Hamartoma::Salivary_Gland_Anlage_Tumor,Salivary_Gland_Anlage_Tumor,hn,HN,Nasopharynx,both,Salivary Gland Anlage Tumor,hn::salivary_gland_anlage_tumor,0,
HN::Neck::Dermoid_and_Teratoid_Cysts,Dermoid_and_Teratoid_Cysts,hn,HN,Neck,who,Dermoid and Teratoid Cysts,hn::dermoid_and_teratoid_cysts,0,
HN::Neck::Squamous_Carcinoma_of_Unknown_Primary_Site,Squamous_Carcinoma_of_Unknown_Primary_Site,hn,HN,Neck,who,Squamous Carcinoma of Unknown Primary Site,hn::squamous_carcinoma_of_unknown_primary_site,0,
HN::Neck_Lymph_Node::Cyst::Branchial_Cleft_Cyst,Branchial_Cleft_Cyst,hn,HN,Neck_Lymph_Node,abpath,Branchial Cleft Cyst,hn::branchial_cleft_cyst,1,HN::Neck::Branchial_Cleft_Cyst
HN::Neck_Lymph_Node::Cyst::Dermoid_Cyst,Dermoid_Cyst,hn,HN,Neck_Lymph_Node,abpath,Dermoid Cyst,hn::dermoid_cyst,0,
HN::Neck_Lymph_Node::Cyst::Lymphoepithelial_Cyst,Lymphoepithelial_Cyst,hn,HN,Neck_Lymph_Node,abpath,Lymphoepithelial Cyst,hn::lymphoepithelial_cyst,2,HN::Neck::Lymphoepithelial_Cyst|HN::Salivary_Gland::Non_Neoplastic::Lymphoepithelial_Cyst
HN::Neck_Lymph_Node::Cyst::Ranula,Ranula,hn,HN,Neck_Lymph_Node,abpath,Ranula,hn::ranula,2,HN::Neck::Ranula|HN::Salivary_Gland::Non_Neoplastic::Ranula
HN::Neck_Lymph_Node::Cyst::Teratoid_Cyst,Teratoid_Cyst,hn,HN,Neck_Lymph_Node,abpath,Teratoid Cyst,hn::teratoid_cyst,0,
HN::Neck_Lymph_Node::Cyst::Thyroglossal_Duct_Cyst,Thyroglossal_Duct_Cyst,hn,HN,Neck_Lymph_Node,abpath,Thyroglossal Duct Cyst,hn::thyroglossal_duct_cyst,0,
HN::Neck_Lymph_Node::Tumor::Branchioma,Branchioma,hn,HN,Neck_Lymph_Node,abpath,Branchioma,hn::branchioma,1,HN::Neck::Branchioma
HN::Neck_Lymph_Node::Tumor::Heterotopia_Associated_Carcinoma,Heterotopia_Associated_Carcinoma,hn,HN,Neck_Lymph_Node,abpath,Heterotopia Associated Carcinoma,hn::heterotopia_associated_carcinoma,1,HN::Neck::Heterotopia_associated_Carcinoma
HN::Neck_Lymph_Node::Tumor::Squamous_Cell_Carcinoma_Of_Unknown_Primary,Squamous_Cell_Carcinoma_Of_Unknown_Primary,hn,HN,Neck_Lymph_Node,abpath,Squamous Cell Carcinoma Of Unknown Primary,hn::squamous_cell_carcinoma_of_unknown_primary,0,
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Large_Cell_Neuroendocrine_Carcinoma,Large_Cell_Neuroendocrine_Carcinoma,hn,HN,Neuroendocrine_Paraganglioma,abpath,Large Cell Neuroendocrine Carcinoma,hn::large_cell_neuroendocrine_carcinoma,1,HN::Neuroendocrine::Large_Cell_Neuroendocrine_Carcinoma
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Merkel_Cell_Carcinoma,Merkel_Cell_Carcinoma,hn,HN,Neuroendocrine_Paraganglioma,abpath,Merkel Cell Carcinoma,hn::merkel_cell_carcinoma,0,
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Carcinoma::Small_Cell_Neuroendocrine_Carcinoma,Small_Cell_Neuroendocrine_Carcinoma,hn,HN,Neuroendocrine_Paraganglioma,abpath,Small Cell Neuroendocrine Carcinoma,hn::small_cell_neuroendocrine_carcinoma,1,HN::Neuroendocrine::Small_Cell_Neuroendocrine_Carcinoma
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Tumor::Ectopic_Pituitary_Adenoma,Ectopic_Pituitary_Adenoma,hn,HN,Neuroendocrine_Paraganglioma,abpath,Ectopic Pituitary Adenoma,hn::ectopic_pituitary_adenoma,0,
HN::Neuroendocrine_Paraganglioma::Neuroendocrine_Tumor::Neuroendocrine_Tumor_NOS,Neuroendocrine_Tumor_NOS,hn,HN,Neuroendocrine_Paraganglioma,abpath,Neuroendocrine Tumor NOS,hn::neuroendocrine_tumor_nos,0,
HN::Neuroendocrine_Paraganglioma::Paraganglioma::Head_And_Neck_Paraganglioma,Head_And_Neck_Paraganglioma,hn,HN,Neuroendocrine_Paraganglioma,abpath,Head And Neck Paraganglioma,hn::head_and_neck_paraganglioma,0,
HN::Odontogenic::Ameloblastoma_Extraosseous_peripheral,Ameloblastoma_Extraosseous_peripheral,hn,HN,Odontogenic,who,Ameloblastoma Extraosseous peripheral,hn::ameloblastoma_extraosseous_peripheral,0,
HN::Odontogenic::Odontogenic_Sarcomas,Odontogenic_Sarcomas,hn,HN,Odontogenic,who,Odontogenic Sarcomas,hn::odontogenic_sarcomas,0,
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Chondroblastoma,Chondroblastoma,hn,HN,Odontogenic_Maxillofacial,abpath,Chondroblastoma,hn::chondroblastoma,1,HN::Bone::Chondroblastoma
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Chondromyxoid_Fibroma,Chondromyxoid_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Chondromyxoid Fibroma,hn::chondromyxoid_fibroma,1,HN::Bone::Chondromyxoid_Fibroma
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Desmoplastic_Fibroma,Desmoplastic_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Desmoplastic Fibroma,hn::desmoplastic_fibroma,0,
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Osteoblastoma,Osteoblastoma,hn,HN,Odontogenic_Maxillofacial,abpath,Osteoblastoma,hn::osteoblastoma,1,HN::Bone::Osteoblastoma
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Osteochondroma,Osteochondroma,hn,HN,Odontogenic_Maxillofacial,abpath,Osteochondroma,hn::osteochondroma,1,HN::Bone::Osteochondroma
HN::Odontogenic_Maxillofacial::Benign_Bone_Cartilage::Osteoma,Osteoma,hn,HN,Odontogenic_Maxillofacial,abpath,Osteoma,hn::osteoma,1,HN::Bone::Osteoma
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Adenoid_Ameloblastoma,Adenoid_Ameloblastoma,hn,HN,Odontogenic_Maxillofacial,abpath,Adenoid Ameloblastoma,hn::adenoid_ameloblastoma,1,HN::Odontogenic::Adenoid_Ameloblastoma
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Adenomatoid_Odontogenic_Tumor,Adenomatoid_Odontogenic_Tumor,hn,HN,Odontogenic_Maxillofacial,abpath,Adenomatoid Odontogenic Tumor,hn::adenomatoid_odontogenic_tumor,1,HN::Odontogenic::Adenomatoid_Odontogenic_Tumor
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Conventional,Ameloblastoma_Conventional,hn,HN,Odontogenic_Maxillofacial,abpath,Ameloblastoma Conventional,hn::ameloblastoma_conventional,0,
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Peripheral,Ameloblastoma_Peripheral,hn,HN,Odontogenic_Maxillofacial,abpath,Ameloblastoma Peripheral,hn::ameloblastoma_peripheral,0,
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Ameloblastoma_Unicystic,Ameloblastoma_Unicystic,hn,HN,Odontogenic_Maxillofacial,abpath,Ameloblastoma Unicystic,hn::ameloblastoma_unicystic,1,HN::Odontogenic::Ameloblastoma_Unicystic
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Calcifying_Epithelial_Odontogenic_Tumor,Calcifying_Epithelial_Odontogenic_Tumor,hn,HN,Odontogenic_Maxillofacial,abpath,Calcifying Epithelial Odontogenic Tumor,hn::calcifying_epithelial_odontogenic_tumor,1,HN::Odontogenic::Calcifying_Epithelial_Odontogenic_Tumor
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Metastasizing_Ameloblastoma,Metastasizing_Ameloblastoma,hn,HN,Odontogenic_Maxillofacial,abpath,Metastasizing Ameloblastoma,hn::metastasizing_ameloblastoma,1,HN::Odontogenic::Metastasizing_Ameloblastoma
HN::Odontogenic_Maxillofacial::Benign_Epithelial::Squamous_Odontogenic_Tumor,Squamous_Odontogenic_Tumor,hn,HN,Odontogenic_Maxillofacial,abpath,Squamous Odontogenic Tumor,hn::squamous_odontogenic_tumor,1,HN::Odontogenic::Squamous_Odontogenic_Tumor
HN::Odontogenic_Maxillofacial::Benign_Mesenchymal::Cemento_Ossifying_Fibroma,Cemento_Ossifying_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Cemento Ossifying Fibroma,hn::cemento_ossifying_fibroma,1,HN::Odontogenic::Cemento_ossifying_Fibroma
HN::Odontogenic_Maxillofacial::Benign_Mesenchymal::Cementoblastoma,Cementoblastoma,hn,HN,Odontogenic_Maxillofacial,abpath,Cementoblastoma,hn::cementoblastoma,1,HN::Odontogenic::Cementoblastoma
HN::Odontogenic_Maxillofacial::Benign_Mesenchymal::Odontogenic_Fibroma,Odontogenic_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Odontogenic Fibroma,hn::odontogenic_fibroma,1,HN::Odontogenic::Odontogenic_Fibroma
HN::Odontogenic_Maxillofacial::Benign_Mesenchymal::Odontogenic_Myxoma,Odontogenic_Myxoma,hn,HN,Odontogenic_Maxillofacial,abpath,Odontogenic Myxoma,hn::odontogenic_myxoma,1,HN::Odontogenic::Odontogenic_Myxoma
HN::Odontogenic_Maxillofacial::Benign_Mixed::Ameloblastic_Fibroma,Ameloblastic_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Ameloblastic Fibroma,hn::ameloblastic_fibroma,1,HN::Odontogenic::Ameloblastic_Fibroma
HN::Odontogenic_Maxillofacial::Benign_Mixed::Dentinogenic_Ghost_Cell_Tumor,Dentinogenic_Ghost_Cell_Tumor,hn,HN,Odontogenic_Maxillofacial,abpath,Dentinogenic Ghost Cell Tumor,hn::dentinogenic_ghost_cell_tumor,1,HN::Odontogenic::Dentinogenic_Ghost_Cell_Tumor
HN::Odontogenic_Maxillofacial::Benign_Mixed::Odontoma,Odontoma,hn,HN,Odontogenic_Maxillofacial,abpath,Odontoma,hn::odontoma,1,HN::Odontogenic::Odontoma
HN::Odontogenic_Maxillofacial::Benign_Mixed::Primordial_Odontogenic_Tumor,Primordial_Odontogenic_Tumor,hn,HN,Odontogenic_Maxillofacial,abpath,Primordial Odontogenic Tumor,hn::primordial_odontogenic_tumor,1,HN::Odontogenic::Primordial_Odontogenic_Tumor
HN::Odontogenic_Maxillofacial::Bone_Cyst::Aneurysmal_Bone_Cyst,Aneurysmal_Bone_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Aneurysmal Bone Cyst,hn::aneurysmal_bone_cyst,1,HN::Bone::Aneurysmal_Bone_Cyst
HN::Odontogenic_Maxillofacial::Bone_Cyst::Simple_Bone_Cyst,Simple_Bone_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Simple Bone Cyst,hn::simple_bone_cyst,1,HN::Bone::Simple_Bone_Cyst
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Cemento_Osseous_Dysplasia,Cemento_Osseous_Dysplasia,hn,HN,Odontogenic_Maxillofacial,abpath,Cemento Osseous Dysplasia,hn::cemento_osseous_dysplasia,1,HN::Bone::Cemento_osseous_Dysplasia
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Familial_Gigantiform_Cementoma,Familial_Gigantiform_Cementoma,hn,HN,Odontogenic_Maxillofacial,abpath,Familial Gigantiform Cementoma,hn::familial_gigantiform_cementoma,1,HN::Bone::Familial_Gigantiform_Cementoma
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Fibrous_Dysplasia,Fibrous_Dysplasia,hn,HN,Odontogenic_Maxillofacial,abpath,Fibrous Dysplasia,hn::fibrous_dysplasia,1,HN::Bone::Fibrous_Dysplasia
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Juvenile_Trabecular_Ossifying_Fibroma,Juvenile_Trabecular_Ossifying_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Juvenile Trabecular Ossifying Fibroma,hn::juvenile_trabecular_ossifying_fibroma,1,HN::Bone::Juvenile_Trabecular_Ossifying_Fibroma
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Psammomatoid_Ossifying_Fibroma,Psammomatoid_Ossifying_Fibroma,hn,HN,Odontogenic_Maxillofacial,abpath,Psammomatoid Ossifying Fibroma,hn::psammomatoid_ossifying_fibroma,1,HN::Bone::Psammomatoid_Ossifying_Fibroma
HN::Odontogenic_Maxillofacial::Fibro_Osseous::Segmental_Odontomaxillary_Dysplasia,Segmental_Odontomaxillary_Dysplasia,hn,HN,Odontogenic_Maxillofacial,abpath,Segmental Odontomaxillary Dysplasia,hn::segmental_odontomaxillary_dysplasia,1,HN::Bone::Segmental_Odontomaxillary_Dysplasia
HN::Odontogenic_Maxillofacial::Giant_Cell_Lesion::Central_Giant_Cell_Granuloma,Central_Giant_Cell_Granuloma,hn,HN,Odontogenic_Maxillofacial,abpath,Central Giant Cell Granuloma,hn::central_giant_cell_granuloma,1,HN::Bone::Central_Giant_Cell_Granuloma
HN::Odontogenic_Maxillofacial::Giant_Cell_Lesion::Cherubism,Cherubism,hn,HN,Odontogenic_Maxillofacial,abpath,Cherubism,hn::cherubism,1,HN::Bone::Cherubism
HN::Odontogenic_Maxillofacial::Giant_Cell_Lesion::Peripheral_Giant_Cell_Granuloma,Peripheral_Giant_Cell_Granuloma,hn,HN,Odontogenic_Maxillofacial,abpath,Peripheral Giant Cell Granuloma,hn::peripheral_giant_cell_granuloma,1,HN::Bone::Peripheral_Giant_Cell_Granuloma
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Botryoid_Odontogenic_Cyst,Botryoid_Odontogenic_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Botryoid Odontogenic Cyst,hn::botryoid_odontogenic_cyst,0,
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Calcifying_Odontogenic_Cyst,Calcifying_Odontogenic_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Calcifying Odontogenic Cyst,hn::calcifying_odontogenic_cyst,1,HN::Jaw_Cyst::Calcifying_Odontogenic_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Dentigerous_Cyst,Dentigerous_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Dentigerous Cyst,hn::dentigerous_cyst,1,HN::Jaw_Cyst::Dentigerous_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Gingival_Cyst,Gingival_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Gingival Cyst,hn::gingival_cyst,0,
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Glandular_Odontogenic_Cyst,Glandular_Odontogenic_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Glandular Odontogenic Cyst,hn::glandular_odontogenic_cyst,1,HN::Jaw_Cyst::Glandular_Odontogenic_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Inflammatory_Collateral_Cyst,Inflammatory_Collateral_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Inflammatory Collateral Cyst,hn::inflammatory_collateral_cyst,0,
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Lateral_Periodontal_Cyst,Lateral_Periodontal_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Lateral Periodontal Cyst,hn::lateral_periodontal_cyst,0,
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Nasopalatine_Duct_Cyst,Nasopalatine_Duct_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Nasopalatine Duct Cyst,hn::nasopalatine_duct_cyst,1,HN::Jaw_Cyst::Nasopalatine_Duct_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Odontogenic_Keratocyst,Odontogenic_Keratocyst,hn,HN,Odontogenic_Maxillofacial,abpath,Odontogenic Keratocyst,hn::odontogenic_keratocyst,1,HN::Jaw_Cyst::Odontogenic_Keratocyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Orthokeratinized_Odontogenic_Cyst,Orthokeratinized_Odontogenic_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Orthokeratinized Odontogenic Cyst,hn::orthokeratinized_odontogenic_cyst,1,HN::Jaw_Cyst::Orthokeratinized_Odontogenic_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Radicular_Cyst,Radicular_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Radicular Cyst,hn::radicular_cyst,1,HN::Jaw_Cyst::Radicular_Cyst
HN::Odontogenic_Maxillofacial::Jaw_Cyst::Surgical_Ciliated_Cyst,Surgical_Ciliated_Cyst,hn,HN,Odontogenic_Maxillofacial,abpath,Surgical Ciliated Cyst,hn::surgical_ciliated_cyst,1,HN::Jaw_Cyst::Surgical_Ciliated_Cyst
HN::Odontogenic_Maxillofacial::Malignant::Ameloblastic_Carcinoma,Ameloblastic_Carcinoma,hn,HN,Odontogenic_Maxillofacial,abpath,Ameloblastic Carcinoma,hn::ameloblastic_carcinoma,1,HN::Odontogenic::Ameloblastic_Carcinoma
HN::Odontogenic_Maxillofacial::Malignant::Clear_Cell_Odontogenic_Carcinoma,Clear_Cell_Odontogenic_Carcinoma,hn,HN,Odontogenic_Maxillofacial,abpath,Clear Cell Odontogenic Carcinoma,hn::clear_cell_odontogenic_carcinoma,1,HN::Odontogenic::Clear_Cell_Odontogenic_Carcinoma
HN::Odontogenic_Maxillofacial::Malignant::Ghost_Cell_Odontogenic_Carcinoma,Ghost_Cell_Odontogenic_Carcinoma,hn,HN,Odontogenic_Maxillofacial,abpath,Ghost Cell Odontogenic Carcinoma,hn::ghost_cell_odontogenic_carcinoma,1,HN::Odontogenic::Ghost_Cell_Odontogenic_Carcinoma
HN::Odontogenic_Maxillofacial::Malignant::Odontogenic_Carcinosarcoma,Odontogenic_Carcinosarcoma,hn,HN,Odontogenic_Maxillofacial,abpath,Odontogenic Carcinosarcoma,hn::odontogenic_carcinosarcoma,1,HN::Odontogenic::Odontogenic_Carcinosarcoma
HN::Odontogenic_Maxillofacial::Malignant::Odontogenic_Sarcoma,Odontogenic_Sarcoma,hn,HN,Odontogenic_Maxillofacial,abpath,Odontogenic Sarcoma,hn::odontogenic_sarcoma,0,
HN::Odontogenic_Maxillofacial::Malignant::Primary_Intraosseous_Carcinoma_NOS,Primary_Intraosseous_Carcinoma_NOS,hn,HN,Odontogenic_Maxillofacial,abpath,Primary Intraosseous Carcinoma NOS,hn::primary_intraosseous_carcinoma_nos,1,HN::Odontogenic::Primary_Intraosseous_Carcinoma_NOS
